,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
19,4116216,why do people take up smoking?,"It is well known that smoking is dangerous to our health, causing cancers and other horrendous diseases as well as making people stink...so why do people start in the first place? ( oh and don't even get me started on smoking pregnent women!!!)  by the way i have never smoked and think it is an infringement of my human rights to be subjected to the smoke of others..Uk have just voted to ban smoking in all public places from summer next year ..Whoooo hooooo!!!!","I used to smoke.  I quit in 1998.  The reason I started was because I could.  My parents let me, my friends did it, and I thought it was cool.  I was 16 when I started.  I was coughing and choking by the time I stopped many years later.  I agree that smoking is an infringement on other people's rights.  When I was a teenager, I lived to infringe on other people's rights.  What can I say, I was dumb, immature and self-centered.",smoking,,,,,,Uk have just voted to ban smoking in all public places from summer next year ..Whoooo hooooo!!!!,ban smoking,,,by the way i have never smoked and think it is an infringement of my human rights to be subjected to the smoke of others,smoking,,,,,,,,,"It is well known that smoking is dangerous to our health, causing cancers and other horrendous diseases as well as making people stink...so why do people start in the first place?",smoking,,,,,why do people take up smoking?,,,,,,Not applicable,,,
20,37968,Is juice fasting helpful for a severe case of gall stones?,"My wife had a sonogram today and her gall bladder is FILLED with gall stones. The wall of her bladder has swollen to a thickness of 10.3 mm! Various ""cleanses"" seem dangerous in this extreme of a case as they usually use olive oil to get the gall bladder contracting. That could be horrifyingly painful in such an extreme case of inflammation, methinks. I have heard that juice fasts can diminish the size of the stones slowly, but naturally. What do you think? Although money is an issue, we would not be doing this to save money, but rather to save the organ.","Look to a long term Apple Juice therapy as a source of Malic Acid to melt gall stones, relieve pressure - then get ready for deeper cleansing - like a quite different GALLBLADDER FLUSH which is what you describe with the olive oil. Do not flush unless months of stone reduction through apple juice and low fat/ low sugar/ low stress diet. I've done this, and as long as you are not in crisis, you can ususally do this - but do not rush into a GB FLUSH as it can be both painful and there is a small chance of pancreatitis (a stone spits into the pancreatic duct).

Also nutrients and food that thin bile and help are beets, beet greens and taurine.",gall stones,,,,,,,,"Various ""cleanses"" seem dangerous in this extreme of a case as they usually use olive oil to get the gall bladder contracting.",cleanses,,,The wall of her bladder has swollen to a thickness of 10.3 mm!,gall stones,,,,,,,,,,,,,Is juice fasting helpful for a severe case of gall stones?,What do you think?,,,,,"Yes: I've done this, and as long as you are not in crisis, you can ususally do this",,,
21,267201,Tongue diagnosis help?,"My tongue has a quite thick white coating at the moment which I know to be because I am currently sick with a virus. However, on the mid-right (my right) side of the edge of my tongue, there is a circular patch that is quite a pronounced red, with no coating at all. It is about 1 centimetre in diameter. Is this telling me that there is a problem with the organ that area of my tongue represents? I am generally not in good wellbeing and tend to get this circular patch everytime I get sick. My acupuncturist use to tell me which organs were represented by each area but I've forgotten. What interests me most is why this patch doesnt have the white coating?","First off, you may want to go get this checked out by your doctor. First check and see if the white stuff on your tongue can easily be scraped off.  If it can, then it is most likely a candida (yeast) infection.  Any condition in which your immune system drops (such as prolonged used of antibiotics, corticosteriods, or immunocompromising diseases like AIDS, chemotherapy, etc.) can predispose you to this infection. This infection can also cause redness of the tongue without the white coat.  If it is oral candidiasis, also called oral thrush, then antifungal treatment can be prescribed to you by a doctor. Now if the white stuff can not be easily scraped off, then the diagnosis is most likely something called leukoplakia that could be precancerous.  Either way, see a doctor.  You will know what to do if/when this happens again.",virus,,,,,,,,,,,,,,,,,,,,What interests me most is why this patch doesnt have the white coating?,"on the mid-right (my right) side of the edge of my tongue, there is a circular patch that is quite a pronounced red, with no coating at all",,,,,Tongue diagnosis help?,,,,,,Not applicable,,,
22,646998,I've been feeling sore on the bottom of my abs and back ever since I've been on birth control pills. BAD?!,"I've been feeling really sore around my pelvic area, I feel like I've just did 100000 sit ups yesterday and you get that sore feeling. However, I DID NOT EXERCISE whatsoever! And I feel so sore in my lower back. Instead of cramps, I feel sore. It feels like BABY CRAMPS! lols. I need some advice? i am scared. I've been feeling , hmmm NOT MYSELF, since I've been on this birht control thing. Are they normal side effects?",This is not a typical side effect of birth control. A couple of good questions for ya. Are you having the problem all day long?  How long have you been taking the pill? If this lasts longer than a 3- 5 days i would see some one. At lease call your Dr. let them know about your problem ask them what they want you to do.,birth control pills,,,,,,,,i am scared.,sore around my pelvic area,,,,,,,,,,,"I've been feeling , hmmm NOT MYSELF, since I've been on this birht control thing.",birth control pills,,,,,Are they normal side effects?,I need some advice?,,,,,No,,,
23,3767840,what causes eye and lip twitching?,"my left corner of my eye won""t stop twitching and the corner of my left lip has a slow movement like a little worm inside.My dotor and eye doctor said it is too much coffee and stress.Why can""t I beleive them.I keep looking in the mirror. am driving myself crazy.My doctor was so sure he said I did not even need any blood work.He said cut down on coffee and take a hot bath. kwow I drink alot of coffee.And ever since my brother and his wife broke up this has been happening.Even ever since I got a cumputer.HELP!!!!","I went to Doc around here for the same thing and he told me it's because I don't eat enough potassium. So, I starting eating more fruits like strawberries, grapes, melons. And bananas are extremely high in potassium, but I hate them. You should try it..You have nothing to lose. Good luck!",eye and lip twitching,,,,,,,,,,,,,,,,,,,,,,"My dotor and eye doctor said it is too much coffee and stress.Why can""t I beleive them.",doctor,,,what causes eye and lip twitching?,HELP!!!!,,,,,Yes: I went to Doc around here for the same thing and he told me it's because I don't eat enough potassium.,,,
24,793198,What is the best way to slow my metabolic rate?,"I can go out in temperatures that are below freezing in a T-shirt, no sweater and no coat on.
In the summer when the temperature gets above about 25*C (77*F), I may over-heat and become ill.
I need to know how to reduce my metabolism to get my normal core body temperature down.

In the summer of 2003, it was 39*C (101*F) where I was in London, United Kingdom and that was thier records hottest and I was there.  I was was close to dying of heat-stroke and had lost so much salt through sweating that I had hyponatreamia (dizziness and cramps from low sodium content).

I am now living in north Canada and because of global warming, our summers are getting unbearably hot.  It can be 24*C (75*F) outside.  I know someone was in an office that got to 28*C 82*F inside faited last August.

My metabolic rate is very fast, I get a very fast heart rate, I eat tons and tons of food and am still hungry and I am hyper-active and sleep 3-4 hours a night.","You need to see a doctor, a specialist. Go to an Endocrinologist. You may also want to see a Cardiologist since your heart rate is very fast. Only the experts should be giving you a diagnosis and treatment for this.Good luck to you.",slow my metabolic rate,,,,,,,,I was was close to dying of heat-stroke and had lost so much salt through sweating that I had hyponatreamia (dizziness and cramps from low sodium content).,hyponatreamia,,,,,,,,,,,,,,,,,I need to know how to reduce my metabolism to get my normal core body temperature down.,,,,,,Not applicable,,,
25,702494,Do I have a UTI?,"On October.30 I got tested for pregnancy through blood and that was negative. Then I went back on Nov.3 and told the Doc I've been having some discomfort in my right lower abdomin.
So she got me to do a urine test. I found out there was old blood in my urine. She then prescribed me Apo-Sulfatrim DS. She said she was treating it as a bladder infection. I'm a bit confused... I have discomfort and dull pain in my right lower abdomin. Doesn't seem to burn when I urinate. I'm drinking alot of water as well.
The part I'm confused about is a bladder infection is when it burns when you urinate and you have to urinate more often.
I've been taking 1 pill 2x/day as prescribed. I have been taking them for about 4 1/2 days now. I'm quite concerned about what I have, b/c I've never had a discomfort like this before.
I've been also getting a green discharge about a day after taking my medication.
If someone could comfort my concern... that would be great!
Thanx!",Sounds like you have some type of uturin infection.  You need to go back to the doctor and let her know about your green discharge.  There could be something more seriouse going on.  Have your doctor take a culture of your discharge and test it to see what it is. Then you can get the proper medical attention you need to get it straightened out.,UTI,,Female,,,,,,"I'm quite concerned about what I have, b/c I've never had a discomfort like this before.",bladder infection,,,,,,,,,,,The part I'm confused about is a bladder infection is when it burns when you urinate and you have to urinate more often.,bladder infection,,,,,Do I have a UTI?,If someone could comfort my concern... that would be great!,,,,,Yes: Then you can get the proper medical attention you need to get it straightened out.,,,
26,1256361,breastfeeding need help?,i have a one week old and i was feling engorment on my breast and sudenlly im fewling empty all the time i was suplemwnting my baby with formula because to my understanding after she finished she kept crying like she was hungry but by me doing this my milk suply has decreased or going down a lot because sometimes because i give formula i have  to wait more until breast feed her im really tryiong to make breastfeeding work but i need help from someone experience another problem i hae is that the baby sleep a lot during the day and when i comes the night she wants to feed more because she as been sleeping mostly all of the time today i been waking up my babay every two hours to feed her but i feed her and she keep looking for it like is not enoguh she is almos two weeks she is really loves to eat a lot i need help fast io want to continue breatfeeding  please mother help fast what can i do at night too when she is most hungry and seems like i dont have enough milk help?,"First of all when you stop breastfeeding your baby and take her off, your telling your body that it made enough milk and that it doesn't need anymore because the amount was met.  Instead even though your baby is crying, keep her on your breast so that she can keep stimulating your breast and that will tell your body that it needs to make more milk.  Change her from breast to breast if you have to and eventually within a couple days you will produce more milk.  Also drinking lots and lots of water is very important.  You need lots of it to produce milk.  Eating Quacker Oatmeal atleast twice a day also helps.  There are also some teas(Mothers Milk tea, feenugreek and reglan are some) that you can buy at a health store that you can drink too, to increase your supply.  I was doing the same thing with my daughter when she was born.  She kept crying too so I started supplementing because I also thought I wasn't making enough milk for her.  But like the above people have mentioned, your milk is still coming in and all that so don't panic.  I contacted La Leche League and they helped.  Plus being in a forum for MOms on the internet helped me out a lot too because there are lots of moms that breastfeed there that had already been through this.  If not for them I would have stopped a long time ago.   I don't know if I can post there website or not, but the group is in www.forevermamas.com.  Hope I helped you some!!",breastfeeding,,Female,,,,,,what can i do at night too when she is most hungry and seems like i dont have enough milk help?,milk suply has decreased,,,,,,,,,,,,,,,,,what can i do at night too when she is most hungry and seems like i dont have enough milk help?,i need help fast io want to continue breatfeeding  please mother help fast,,,,,"Yes: But like the above people have mentioned, your milk is still coming in and all that so don't panic.",,,
27,1548872,Birth control problems and pregnancey?,"I hadn't takin any type of birth control since Dec of last year and I had my period on the 29th of march and it stopped on the 4th of april.I was ovulating between the 9th and the 13 th of april and we had sex everyone of those days.I had started taking my birth control the day ( 1st of april)my husband returned from Iraq for his r and r and i forgot hafe the time he was home to take my pills, we had sex everyday while he was home and I some bleeding off and on within those two weeks But know I am 16 days late for my period and I quit taking birth control the day he left. What are the chances of getting pregnant in that time with everything that was going on? I'm confused.","first thing i would do is test 
if it comes out negative and you don't start go to the doctor and ask for blood work ar an ultra sound
but you could have thrown your cycle out of whack
but i would also say congrats
but when you tell him make it special
send him booties or a card
and a note attached.
congrats and good luck",Birth control,,Female,,,,,,,,,,,,,,,,,,I'm confused.,late for my period,,,,,What are the chances of getting pregnant in that time with everything that was going on?,,,,,,Not applicable,,,
29,1734743,"I'm a smoker , and i have a question.....?","I have smoked for about 12 years(i'm 27) and lately i have had chest congestion and coughing up yellow stuff, i have been short of breath and now tonight it hurts when i breathe. I know I know, duh, quit smoking and problem solved. Well it isn't that easy. So could this be pnemonia? I think i'm too young and have'nt been smoking enough or too long to have emphysema. I only smoke about 8 cigs Any insight anyone?","Smoking hasn't helped the situation, but usually yellow sputum is a sign of infection, green is a sign of bronchitis.  Shortness of breath and chest pain are typical symptoms of both.  Is it pneumonia??  Only a chest x-ray can diagnose that.  Patients with pneumonia and bronchitis complain of both of those symptoms so you need to see a doctor for a definative diagnosis and effective antibiotic treatment.  I know it's hard, but try to cut back on the smoking even if you are only smoking 8 a day.  Emphysema is characterized by shortness of breath all the time, not necessarily yellow sputum, but like the other person answering said, anyone can get it, even by 2nd hand smoke.  It is also characterized by a ""barrel"" shaped chest.  Use a cool mist humidifier in your room to ease breathing and it will help loosen the congestion so you can cough it up easier.  Use an expectorant cough syrup to also loosen congestion.  Drink plenty of fluids to thin the secretions and ease getting it up.  I hope you feel better soon.",smoking,25-34 years old,,,,,,,,,,,,,,,,,,,I think i'm too young and have'nt been smoking enough or too long to have emphysema.,chest congestion and coughing up yellow stuff,"I know I know, duh, quit smoking and problem solved. Well it isn't that easy.",quit smoking,,,chest congestion and coughing up yellow stuff,Any insight anyone?,,,,,"Yes: I know it's hard, but try to cut back on the smoking even if you are only smoking 8 a day.",,,
30,1782154,Help for cardiomyopathy sufferer?,"I was in a coma for 60 days 2 years ago with an acute heart failure.
My ejection fraction dropped to 10%. I spent 3 months into total with doctors expecting me to die any second.
Any way I didn't and I didn't get a transplant either. I feel i recovered well. I might not be as strong or fit as I was but my quality of life is 100 times better.
My problem is pain in my lower legs and feet. It's been 2 years I exercise great and have no symptoms at all but pain which comes and lasts days. Ever since I woke from the coma.
Doctor not sure what the cause.
My other problem is coping with the possibility of dieing young.
I have two cardiologists.
1 says ""I can't guarantee the next 5-10 for you""
the other says ""this does not necessarilly mean you will not live your normal life expectancy""
I get very confused how to handle all this.
I have had all the anxiety therapy and councilling but at times I still get worried?","Wow that's a hard one......I can't touch this subject.....but I can say good luck and I'll keep you in my prayers.....

God Bless",cardiomyopathy,,,,,,I feel i recovered well. I might not be as strong or fit as I was but my quality of life is 100 times better.,recovered,I have had all the anxiety therapy and councilling but at times I still get worried?,possibility of dieing young,,,,,,,,,,,I get very confused how to handle all this.,cardiologists,,,,,Doctor not sure what the cause.,I have had all the anxiety therapy and councilling but at times I still get worried?,,,,,No,,,
31,2125643,Can an x-ray be wrong?,"When I was around 13 or 14 yrs. old I saw a specialist b/c I had troubles with numbness/coldness in my left arm and hand.  The results showed that I had Thoracic Outlet Syndrome, and the Doc wanted to perform surgery when I turned 15 or 16.  My parents decided that they did not want me to undergo surgery at that time because they felt I was too young, and the syptoms were mild.

I have been getting really bad headaches lately, and still have the numbness in the arm and hand all on the left side, along with some other symptoms.  I saw my current doctor and mentioned the Thoracic Outlet Syndrome.  He sent me for a neck x-ray that came back fine!!!  No Thoracic Outlet Syndrome!!!  Just ""spasms"" in the neck.  Where could that bone have gone?

Is it possible that the x-ray was wrong?  I still cannot get over the fact that I almost went through surgery to have a bone removed at 16yrs old!!!!  I live in Canada by the way, so it's not like the Dr. wanted the $$!","of course not, the people interpreting the x ray could be wrong.

:> peace
.",x-ray,,,,,,,,,,I still cannot get over the fact that I almost went through surgery to have a bone removed at 16yrs old!!!!,x-ray was wrong,,,,,,,,,Where could that bone have gone?,x-ray,,,,,Is it possible that the x-ray was wrong?,,,,,,Not applicable,,,
34,2689257,need heart surgery but lungs are damaged I was told they can't do the surgery help someone is surgery possible,"My sister is 60 yrs old had a silent massive heart attack and didn't know it and it ripped a hole in her heart. She passed out went to hospital and was told she has asthma and acid reflux and possible beginning of COPD. This happened in Oct.05. She is in the hospital now was hoping to have open heart surgery but now they say her lungs are to bad of shape and they will collapse so she is basically getting some breathing treatments and same medicine inhalers she already takes to help improve her lungs but doctors do not seem very hopeful about it. They are going to send her home in a day or two. Does anyone know any one in a similar situation that was helped or a procedure that could help her. She is 17 yrs older than me and like a 2nd mother to me, our mom passed away 2 yrs ago and I cannot lose her yet. Please someone help.","I'm an anesthesiologist.  You can't do open heart surgery under hypnosis - they usually need to stop the heart and go on bypass.  Paralysis is also required, along with mechanical ventilation.

This is between your sister and her doctors.  They know the chance of her making it through the surgery.  Maybe with some preoperative treatment she can be well enough to go through the surgery.

Good luck & God bless.",heart surgery,,,,"She is 17 yrs older than me and like a 2nd mother to me, our mom passed away 2 yrs ago and I cannot lose her yet.",COPD,,,,,,,,,,,,,,,,,,,,,Does anyone know any one in a similar situation that was helped or a procedure that could help her.,Please someone help.,,,,,No,,,
35,3589906,Keflex for tooth Infection?,"I been having a puffy jaw and swollen shut ear. I was told that I have a tooth infection from and old root canal. However, a week later, I am still in pain, and me ear is not getting any better. The puffyness of my jaw went away a little the other day but is now coming back again. 
I was proscribed Kefex (cephalexin) 500mg 4 times a day. I am not allergic to any medicines or have any problems I know of that would be effected by any medicines. 
I am reading that penicillin is generally proscribed followed by amoxicillin if you are unable to take penicillin. 
My dental visit was very brief, basically consisting of an xray and very minute oral exam. I was not explained much at all. And I am concerned that this isn�t going away.
Should I have been proscribed keflex? Or should I have been proscribed something else? 
Should I be concerned?","You should be concerned that you are not keeping your Dentist in the loop he should know if your infection is not resolving.  

Call him.",Keflex,,,,,,,,And I am concerned that this isn�t going away.,tooth Infection,,,,,,,,,,,"My dental visit was very brief, basically consisting of an xray and very minute oral exam. I was not explained much at all.",dental visit,,,,,Should I have been proscribed keflex? Or should I have been proscribed something else?,Should I be concerned?,,,,,No,,,
36,3643377,What are ther FIRST pregnancy symptoms that occur?,"I was wondering wat are the first pregnancy symptoms that occur during like the first week you become pregnant. I called a pregnancy hotline and asked the lady a couple of questions and she told me that breast tenderness was not one of them. Quite frankly I dont think she knows what she is talking about. Thursday my breast were hurting and my nipples were tender. Till this day they still are. I had a clear like discharge..like mucus. But I heard that in first pregnancy that is common. But I just wanted some advice or opinions because the clinics are telling me its to early to test..so im just wondering is breast tenderness,frequent urnitation are the classic FIRST signs.","To be honest, I don't know that it's really easy to go by symptoms other people have had, it all seems to be so different. But then, that's me speaking. I've not really had too many first trimester symptoms at all. Except for some nauseousness for awhile, or after a 14 hours flight especially.

Most common ones though from what I've gathered have already be mentioned. Just know that you might not get text book symptoms, in fact, you might even experience something new.

How early is too early to test? I do believe 2 weeks after intercourse, you can test. Even more accurately one day after your missed period. I always suggest actually waiting until after you've missed at least a day of your period. If anything to give the HCG time to show. Oh and with FMU!",pregnancy symptoms,,Female,,,,,,,,,,,,,,,,,,,,Quite frankly I dont think she knows what she is talking about.,pregnancy hotline,,,What are ther FIRST pregnancy symptoms that occur?,But I just wanted some advice or opinions because the clinics are telling me its to early to test,,,,,"Yes: Just know that you might not get text book symptoms, in fact, you might even experience something new.",,,
37,4194201,Help with Social anxiety and excesive sweating.?,"First off just let me say that I have been abusing Marijuana for the past 8 years.  I have always had problems with social anxiety which  marijuana helped to alleviate.  However, I no longer want to be dependent on an illegal substance and want to stop using marijuana for a host of other reasons.  Now that I've stopped using marijuana my social anxiety is back in full force.  In fact, I believe that my long term marijuana use has exacerbated my situation.  I now find that in social situations I beggin to sweat very profusely to the point where it will be dripping off of my forehead and drenching my clothing.  Needless to say this has greatly effected my life.  I've ended up dropping out of school as I cannot participate in group activities, discussions or give speeches without this happening.  I've recently been prescribed Zoloft for social anxiety.  Has anyone else had this specific problem (excessive sweating in social situations)?  If so, does zoloft alleviate or worsen the condition",Drugs don't replace accepting being who you are. Then you won't have anxiety...,Social anxiety and excesive sweating,,,,"I've ended up dropping out of school as I cannot participate in group activities, discussions or give speeches without this happening.",Social anxiety and excesive sweating,,,"However, I no longer want to be dependent on an illegal substance and want to stop using marijuana for a host of other reasons.",Marijuana,,,,,,,,,,,,,,,,,does zoloft alleviate or worsen the condition,,,,Has anyone else had this specific problem (excessive sweating in social situations)?,,No,,,
39,4451797,Diet pills and mental health?,"Has anyone in the world ever gotten a mental disorder such as schizophrenia from overdosing on diet pills?  I have schizophrenia and it came shortly after I was not eating and taking many many diet pills.  (I was trying to stay stick thin like a runway model).  People tell me that I probably got schizo because of hereditary reasons, but I feel like I was completely healthy before I started taking the pills.  I got schizo around 20 years old.  I don't want to believe that the schizo is hereditary, but is it even POSSIBLE to get schizophrenia from OVERDOSING on diet pills?  I know I was dumb please don't tell me.","Schizo has nothing to do with the diet pills. IT usually starts to appear around early 20's. Diet pills are dangerous and will mess you up if you are takign antidepressants or anti psychotics.  Relax, you didn't do this to yourself..If you research your family history, I bet you will find somene who also had it..even though it may not have been dx.",schizophrenia,,,,I know I was dumb please don't tell me.,overdosing on diet pills,,,,,,,,,,,,,,,,,I don't want to believe that the schizo is hereditary,schizophrenia,,,Has anyone in the world ever gotten a mental disorder such as schizophrenia from overdosing on diet pills?,is it even POSSIBLE to get schizophrenia from OVERDOSING on diet pills?,,,,,"Yes: Relax, you didn't do this to yourself..",,,
40,2596479,What is causing a change in skin pigmentation around the eyes?,"I have always had dark circles and puffiness under the eyes, but in the last few months patches of lightend skin has developed under and above the eyes in the same places on each side, above the eye, on the inner corner, under the brow, and below the eye also towards the inner corner. The lightened skin is on the same place under and above both eyes. I hope this not too confusing. If anybody has this or knows what might be causing this please let me know, Thankyou.","I'm not a dermatologist... that's really who you should consult... but I can tell you that there is a condition called vitiligo that can cause light patches of skin on people of all colors (not just black people.)   Other things that can cause skin pigmentation changes are lupus (REQUIRES medical attention - type Lupus in your search bar and all kinds of info will come up)  and melasma (non-lethal, I have it, no big deal) but I think both of those usually create dark splotches on the face rather than light spots.  Age & medications could have something to do with it too... if you can't afford to see a doctor, I would ask a pharmacist - they might recognize it right off and direct you to something over the counter.  Good luck!",change in skin pigmentation around the eyes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,What is causing a change in skin pigmentation around the eyes?,If anybody has this or knows what might be causing this please let me know,,,,,"Yes: melasma (non-lethal, I have it, no big deal)",,,
42,1641940,Have developed choking/breathing/claustrophia issue last 2-3 yrs. Any connection to my bypass surgery in '97?,"Choking - breathing - claustrophobia issue usually appears as a sort of ""anxiety attack"".  Never had any problems of this kind before my surgery.  Now I have an attack while inside an MRI machine, and had to be pulled out by the technician.  Also had an ""attack"" lasting about 10-15 minutes on a recent plane trip - had trouble catching my breath.  Can't help thinking this is all somehow the result of having a creathing tube down my throat for 24-48 hours immediately after my quad bypass surgery in '97.  My cardiologist doesn't seem to think there's any connection - I think there is.  Would appreciate some objective input - thanks.",sometimes we develope anxiety or panic after major life issue and you had one with a  bypass and a mri machine can do that to people as well. being closed in and on the plane best wishes,anxiety attack,,,,,,,,,,,,,,,,,,,,,,My cardiologist doesn't seem to think there's any connection - I think there is.,cardiologist,,,Any connection to my bypass surgery in '97?,Would appreciate some objective input - thanks.,,,,,Yes: sometimes we develope anxiety or panic after major life issue and you had one with a  bypass and a mri machine can do that to people as well.,,,
0,3034912,best exercise for hip bursitis?,"Hi there.... I have bilateral trochanteric bursitis (more prominent in the left hip)   that i seemed to develop after losing 130lbs (go figure!)       I love to walk!   I wanted to buy a treadmill  but wondered if there was something better that was easier on the hips (or is a treadmill a good idea...maybe easier on the hips than the pavement)

so... 2 questions....  
what exercise machine would be easiest on my hip joints

if you were to recommend a treadmill what kind would it be?","eliptical would be good, also swimming and yoga",exercise for hip bursitis,,,,,,I love to walk!,walking,,,,,I have bilateral trochanteric bursitis (more prominent in the left hip)   that i seemed to develop after losing 130lbs (go figure!),hip bursitis,,,,,,,,,,,,,best exercise for hip bursitis?,,,,,,Not applicable,,,
1,4007367,Doctors &/or surgeons please?,"I had a hysterectomy back in July and I know there is still healing going on. I am a surgical asst. so I understand the anatomy and procedure and limitations, but I still have a question. I'm 34, in good health, reason for surgery was uncontrollable bleeding and endometriosis, and pelvic pain. My husband has a large penis and I continue to have painful intercourse. Is it possible that the cervical cuff can not accomidate his size, or is it just part of the healing process?","Although I concur with my colleague, Doc8, that it is entirely possible for you to have remaining endometrial implants, I would disagree that your complaint pattern is suggestive of endometriosis pain.

In a hysterectomy, the uterus, including the cervix, is removed.  The upper edge of the vaginal cuff which remains is sewn shut in a ""purse-string"" fashion.  There is necessarily some loss of length within the canal because of tissue removal and the suture line involving even more tissue.  

The vagina is normally a highly compliant organ, which can stretch by length or diameter without much resistance.  However, after a hysterectomy, the former location of the uterus above the vaginal pouch is occupied by a raw space which fills with fibrous scar.  Scar tissue has a series of phases it goes through and for many many months, it is NOT compliant.  During the maturation phase of this scar tissue, I could easily envision that the normal compliance of your vagina has changed.  Now, there is significant resistance to stretch.

This is, of course, a guess.  However, the time period over which scar tissue matures and softens is well in excess of a year.  If my guess is wrong, then you'll know in about 6 to 12 more months when the problem still hasn't gone away.  

In the mean time, I would humbly suggest that you appeal to the basic principle of country doctoring:  If it hurts, DON'T DO IT! :)

I hope that helps.",hysterectomy,25-34 years old,Female,,,,,,,,,,,,,,,,,,"I am a surgical asst. so I understand the anatomy and procedure and limitations, but I still have a question.",hysterectomy,,,,,"Is it possible that the cervical cuff can not accomidate his size, or is it just part of the healing process?",,,,,,Not applicable,,,
2,2009567,What is a foot skin rash with large water-filled blisters?,"Ever since I returned from Viet Nam I regularly get a red, stinging, itching spots between my toes that finally manifest in large water-filled bulbuous blisters that still sting and itch. The blisters finally break and slowly heal over a week with the stinging and itching. It does not respond to normal Athlete's Foot meds and does not look like athletes foot I had experienced prior. The bubble like blisters are the most dominant characteristic. If I can put a name to it, hopefully I can find a specific med to put on it. Many thanks","Where you in the military when you came back from Viet Nam?  If so, go to your closest VA Medical Center and they will take care of you.  If not, it's something you need to go to your doctor for, ASAP!",foot blisters,,,,,,,,,,,,,,,,,,,,,,,,Yes,,"If I can put a name to it, hopefully I can find a specific med to put on it.",,,,,,Not applicable,,,
3,1876484,What's wrong with me?,"Okay, a few nights ago my friends and I ordered some pizza and I had A LOT of it. I went to sleep and when I woke up I fealt like I had the flu. Shivers, dizziness, loss of appetite, etc. Worse yet, I had to go to the bathroom to go number 2 every 30 mins. It was basically diarrhea except it was pure liquid. Gross I know... This has really gotten me worried since it has been 1 full day and I'm still suffering from it. Do you think I have a stomach virus or something?","Farmer Girls answer is simplistic and incorrect.  Eating pizza will not give you shivers, dizziness or loss of appetite.  Did you eat the pizza while it was hot?  If not, did you warm it up prior to eating it?
Bacteria grow on pizza as soon as it starts to cool down, generally you've got about 2-3 hours after delivery to enjoy your pizza before you have to nuke it or put in a toaster oven.
This bacteria can cause you to have the symptoms you describe above..they are very similar to the flu.
GI (gastrointestinal upset) occurs when bacteria enter the digestive tract and your body can't handle the toxin.  Your body fights back by trying to expell the bad stuff any way it can.  That's when you see the vomiting and diarrhea.  Your body is ridding itself of the toxin, so it's really a bad idea to take drugs like Immodium.
What you ABSOLUTELY have to do is to keep fluids down.  Drink water primarily, or go to the store and buy some Pedialyte (in the baby aisle)...they are the best things for you if  you are throwing up.
If your vomiting / diarrhea persists or you get dizzy, see your doctor pronto.  Make sure to have someone else drive you if possible.  Don't put yourself in harms way by trying to drive to the doctor while  you're so sick.",food poisoning/diarrhea,,,,,,,,This has really gotten me worried since it has been 1 full day and I'm still suffering from it.,food poisoning/diarrhea,,,,,,,,,,,,,,,,,Do you think I have a stomach virus or something?,,,,,,Not applicable,,,
4,3945864,What is wrong with my daughter?,"She has had a bad year healthwise but she seems to have everything under control now. One of the problems she had and still suffers mildly was OCD. I'm wondering if this is affecting the way she eats or wether she may be starting with an eating disorder. She is 5' 4"" and weighs 7 stone & she is constantly counting calories, when she was eating normally her weight wasn't a problem, she was always around the weight she is now. She doesn't seem to be losing weight but she just won't eat anything with fat in it & all her meals are the weightwatchers ready meals she buys from the supermarket. I don't believe she is making herself sick & she doesn't seem to be doing too much excercise. I have also secretly watched her eat & she seems to enjoy her food & lets the fork touch her mouth when she's eating, I know that most people with anorexia don't let the fork or the food touch their lips when they are eating. Do I need to worry about her or is it just a teenage thing? She's 15 years old.",None,OCD,,,,,,,,I'm wondering if this is affecting the way she eats or wether she may be starting with an eating disorder.,potential eating disorder,,,,,,,,,,,Do I need to worry about her or is it just a teenage thing?,potential eating disorder,,,,,What is wrong with my daughter?,Do I need to worry about her or is it just a teenage thing?,,,,,No,,,
