,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
5,3760952,Heart attack; what are my chances of dieing of a heart attack when i grow up?,"im 16, my father past away feb. 23rd 2006 of a amssive heart attack and my grandma died of a massive heart attack, both on my dad's side...is there any chance i will also have a bad heart when i grow up? i already have medical problems...i have a sleep apnea, a spinal cord problem and many alergies to different things, but most of those don't matter, im just very afraid of having a bad heart....could someone help me possibly?","Dear Bobo:

I think it is very natural to feel worried about a heart attack if one's father has just died of one a couple of months ago. 

Here is my answer:

FIRST: You ARE worried; the question is, SHOULD you be worried? 

The answer is more difficult than just statistics. If you want statistics, cardiac risk, i.e. the risk of a heart attack can be easily calculated:

http://hp2010.nhlbihin.net/atpiii/calculator.asp

But as it states, this calculator, which is used nearly universally by physicians, applies only for those age 20 or greater. Why is that? Because the heart is like pump -- like any mechanical thing, be it one's car or one's sneakers, it wears out over time, and the older one is, the more likely one is have one's heart give out. Since 20 year olds rarely die of heart attacks (i.e. unless you do crack, etc), its not possible to calculate the odds for the ""average"" 16 year old.

SECOND: What IS a heart attack? Generally, it implies a blockage of one of the arteries supplying blood to the heart. The heart, like any muscle, or any machine, requires fuel -- in this case, oxygen, which is supplied to it by the piping called coronary arteries. When these get plugged up, like any pipe, what is needed can't get through. When this happens to living tissue, the tissue dies. In the case of the heart, as it is the main (and only) pump supplying blood to the rest of the body, if the damage is servere enough, then the pump (i.e. heart) completely fails, the entire body is starved of oxygen, and one passes away.

What, then, makes one more likely to have a heart attack? Many things, such as genetics, i.e. a family history of heart disease. But, from this discription, anything that stresses or clogs the piping (arteries) to the heart -- i.e. causes heart disease, also known as atherosclerosis. Stuff like high blood pressure, smoking, diabetes (sugar in the piping, like sugar-water on the table, is sticky and gums up the works), high cholesterol, obesity (which is often a cause of SLEEP APNEA), all increase one's risk.

Generally, when a healthy 16 year old walks into a doctor's office asking, am i at risk for a heart attack, the physician will likely wonder why the patient is asking, rather than being worried about the patient actually being at risk.

Which brings me to YOUR question: ""could somebody help me?"" 

-- the answer I think is: please, please consider talking to a counselor at your school; friends, siblings, a hotline, a doctor. You are worried about your mortality; And right after a family member has died, more so. It's natural, but often, it helps to talk about it. 

Go ask your doctor this question, and see what she or he has to say. It'll be worth it. As for heart disease, see your doctor regularly over the years, listen to their advice, and . . .

Keep well, keep healthy.

-------

Disclaimers: 

In addition to the disclaimers already stated by Yahoo.com: 

NOTE: The information communicated here does not constitute or imply a patient-doctor interaction or relationship; the reader and/or recipient of any ""answer"" agrees to hold the writer harmless from any loss, harm, injury or damage resulting from or arising out of your submission of the question or your use of or reliance on any response thereto.

As Stated: Yahoo! Answers is provided for informational purposes only, and is not a substitute for professional medical advice, examination, diagnosis or treatment. Always seek the advice of your physician or other qualified health professional before starting any new treatment or making any changes to existing treatment. Do not delay seeking or disregard medical advice based on information on this site. No health information on Yahoo! Answers, including information about herbal therapies and other dietary supplements, is regulated or evaluated by the Food and Drug Administration and therefore the information should no",heart attack,12-17 years old,,,,,,, im just very afraid of having a bad heart,heart attack,,,,,,,,,,,,,,,,,,Yes: could someone help me possibly?,Yes: is there any chance i will also have a bad heart when i grow up?,,,,Yes: I think it is very natural to feel worried about a heart attack if one's father has just died of one a couple of months ago. ,,,
6,1370696,I have Pectus excavatum & I have been haven EXTREAMleY BAD chest pains ??,I have pectus excavatum! I have been haven chest pains for a while! but they are seeming to get longer and worse! I have had a bunch of test run for my heart and my heart is fine! I just figure its from the heart being close to the chest! But is there any way to stop the pain! Im going to the heart doctor again on the 19 !Please help me if you know anything! Im 15 and am prolly haven the surgery soon! Will that help with the pain! ?? PLEASE HELP ME!,"Pectus excavatum is a condition in which the ""breast bone"" (sternum) appears sunken and the chest concave. It is sometimes called ""funnel chest"". The majority of these cases are not associated with any other condition (isolated findings). However, some syndromes include pectus excavatum.

A Dynamic Chest Compressor (DCC) brace by itself is useless unless it is worn for the correct daily number of hours according to each period of the treatment and applied along with an appropriate program of exercises. Specialized medical supervision with photographic documentation, periodic adjustments in the brace and solution of eventual complications are essential for a successful treatment. Our method is a medical procedure and we do not recommend non-medical professionals to be in charge of it. There are many details to be explained to the patient during the first visit.",haven chest,12-17 years old,,,,,,, I have been haven chest pains for a while! but they are seeming to get longer and worse! I have had a bunch of test run for my heart , have Pectus excavatum & I have been haven EXTREAMleY BAD chest pains ,,,,,,,,, Im going to the heart doctor again on the 19 ,have Pectus excavatum & I have been haven EXTREAMleY BAD chest pains,,,,,,,,Yes:  Im 15 and am prolly haven the surgery soon! Will that help with the pain! ?? PLEASE HELP ME!,,,,,No,,,
7,2626802,what do you know about dyscalculia?,"i think i may have dyscalculia, but all of the websites say the same thing. if anyone out there has dyscalculia would you be able to see if this sounds like it? i'm fifteen and in the tenth grade and am struggling with: basic math, especially mulitplying and dividing, not having enough time to finish tests, on mental math i usually get 1-3 of five questions right [four digit number multiplied by three digit number], i cant keep my left and right straight, nor remember things like which side the fork/knife goes on when i'm setting the table, i'm really involved in music, but i cant keep rhythm steady, and i cant read an analog clock, or read a map. i'm really good in English, though.
thanks for your help.",Don't know anything about it.,dyscalculia,12-17 years old,,,,,,,"i think i may have dyscalculia, but all of the websites say the same thing.",dyscalculia,,,,,,,,,,,,,,,,,,,Yes:  if anyone out there has dyscalculia would you be able to see if this sounds like it?,,,,No,,,
8,397612,"What are the odds that I have cancer, based on my symptoms?","On June 3rd I noticed a small bump under my skin on the left side of my neck, immediately I worried but because nothing seemed to be wrong with me. In the last week I've developed asthma like symptoms or just some awareness of not being easily able to take in a deep breath all the time. I'm not sick, haven;t been having fevers or anything but when i go to the doctor tomorrow, I don't want to takea  blood test and get back results with horribel news.

Just today I was able to workout as usual, run 5 miles and lift weights. I'm a healthy 17yr old guy and am just worried.","Maybe it's just a lymph node. You could have some bacteria and the macrophages are bunched up there trying to destroy it. Macrophages are great. Or, it could be a valve, or a ganglionic cyst.  Most likely, harmless. The body has a way of taking care of you, especially at 17. Keep an eye on it and if it gets bigger, see a doc.",cancer,12-17 years old,,,,,"Just today I was able to workout as usual, run 5 miles and lift weights. I'm a healthy 17yr old guy ",healthy,"On June 3rd I noticed a small bump under my skin on the left side of my neck, immediately I worried but because nothing seemed to be wrong with me. ",a small bump under my skin on the left side of my neck,,,,,,,,,"What are the odds that I have cancer, based on my symptoms?",a small bump under my skin on the left side of my neck,,,,,,,,"Yes:  I'm not sick, haven;t been having fevers or anything but when i go to the doctor tomorrow, I don't want to takea  blood test and get back results with horribel news.","Yes: What are the odds that I have cancer, based on my symptoms?",,,,"Yes:  The body has a way of taking care of you, especially at 17. Keep an eye on it and if it gets bigger, see a doc.",,,
9,941379,Woke up with unexplained foot pain?,"I woke up to use the bathroom and when I got out of bed, I noticed that my heel felt like it had been hit with a hammer!  Right now I have a heating pad on it and it is finally (after 45 minutes) seeming to help.  It still hurts too much to go back to bed.  Here's some background information - I'm in my late 20's and I'm also pregnant.  I can't really take any pain relievers right now!  When I went to sleep last night my foot was feeling just fine.  Has this happened to anybody else?","heel spur, maybe? yeah. pain wasn't that bad, though. i got that when i was pregnant.",unexplained foot pain,18-24 years old,Female,,,,,,"I woke up to use the bathroom and when I got out of bed, I noticed that my heel felt like it had been hit with a hammer!",unexplained foot pain,,,,,,,,,,,,,,,,,,,,,Yes: Has this happened to anybody else?,,"Yes: heel spur, maybe? yeah. pain wasn't that bad, though. i got that when i was pregnant.",,,
12,882400,"Physically ill, curious if anyone has any idea of what could be wrong?","I am afraid to go to the doctor and I am hoping that I can self-diagnose and treat without having to go. I haven't been in a long time and I have had panic attacks and fear-induced shock from visits before, it is really traumatic for me. I am hoping that someone will know a little from having similar experiences.

My Symptoms are: Chest pain, Mussel Spasms(in the chest), soreness in the lungs when drawing a full breath, and difficulty breathing for several minutes after sexual climax. I have also had joint stiffness and pain for many years. Its not old age either, I just turned twenty one in February. I smoked marijuana(first and only time) at a party back in January, and that was around when these problems began.

Thank you in Advance.","I would say you have inflammed cartilidge(since I JUST had that occur to me in the chest area and there is also cartilidge around your joints), but really the best thing for you to do is to have a doctor check you out. I know it isn't what you want to hear, but if you could go with a firend or family member to help your fear or have the doctor give you a house call or just call the doctor's office, it would be much better to get a professional's opinion instead of something from yahoo! :)

Edit: ah yes, the treatment. Well, when I went to the doc's he prescribed some anti-inflammatory (prescription strength since it's the best thing to take). He also told me to ice the chest down when ever possible. 

In order to get the right meds if you need them, a doc has to write a prescription for you, and thus he needs to see you. If you set up an appointment and tell them that you are leery and afraid of coming in they should make your experience very gentle if you decide to go in.","My Symptoms are: Chest pain, Mussel Spasms(in the chest), soreness in the lungs when drawing a full breath, and difficulty breathing for several minutes after sexual climax.",18-24 years old,,,,,,,"I am afraid to go to the doctor and I am hoping that I can self-diagnose and treat without having to go. I haven't been in a long time and I have had panic attacks and fear-induced shock from visits before, it is really traumatic for me.",the doctor,,,,,,,,,,,,,,,,,,,,,Yes: I am hoping that someone will know a little from having similar experiences.,,"Yes: I know it isn't what you want to hear, but if you could go with a firend or family member to help your fear or have the doctor give you a house call or just call the doctor's office, it would be much better to get a professional's opinion instead of something from yahoo! :)",,,
13,1488007,what do i have?,"iam a 23 year old male and i have been living with a heath condition that i think is serious. my whole life ive felt fine and then one day i felt terrible. and i have felt the same way all day every day for the past 9 months now. i have a list of symptoms and no doctor can seem to even help me a little. my symptoms are dissines,headache,vetigo,ringing in ears,vision problems,fatigue,nausia,altered alertness,confusion,paleness,feeling like im going to pass out,my whole body feeling wierd.sometimes i can barely make though a work day. and im sure thats not all. this has changed my whole life. ive been to the hospital as well as several doctors. i dont have diabetes, ive had a catscan,blood tests, and every test i do comes up fine. if theres anyone thats had this before or a suggestion to what they think it could be it would greatly be appriciated. thank you","Do you by any chance have anxiety and/or panic attacks?  I used to and I had ALL these symptoms.  And there were times when I didn't make it through a work day.  Could you possibly have a chemical imbalance in the brain that the doctors aren't checking for?  I used Xanax and Paxil ...for the past 4 years...and NO MORE PROBLEMS!  
Whatever you do, don't give up searching for an answer!  I have one other suggestion...could you have the beginning of multiple sclerosis?  It is a very difficult disease to diagnose and you do have many of the symptoms.","my symptoms are dissines,headache,vetigo,ringing in ears,vision problems,fatigue,nausia,altered alertness,confusion,paleness,feeling like im going to pass out,my whole body feeling wierd.",18-24 years old,Male,,i have been living with a heath condition that i think is serious. my whole life ive felt fine and then one day i felt terrible. and i have felt the same way all day every day for the past 9 months now.,a list of symptoms,,, i have been living with a heath condition that i think is serious.,a list of symptoms ,,,,,,,,,,,,,i have a list of symptoms and no doctor can seem to even help me a little., ive been to the hospital as well as several doctors.,,,,,,,Yes: if theres anyone thats had this before or a suggestion to what they think it could be it would greatly be appriciated. thank you,,"Yes: I used to and I had ALL these symptoms.  And there were times when I didn't make it through a work day. ; Whatever you do, don't give up searching for an answer!  I have one other suggestion..",,,
14,1543756,a period question?,ok my period is still heavy and i have been to my doctor they ran the tests and i have no malignancy or hyperplasia which is awesome so why are my periods still heavy they were never before and they last a long time since they ruled out all of the bad stuff isnt it safe to say that maybe pregnancy has something to do with it and they are just getting back to normal maybe has anyone had this before i am 23 years old and had a baby 10 months ago,None,my period is still heavy,18-24 years old,Female,,,,,, since they ruled out all of the bad stuff isnt it safe to say that maybe pregnancy has something to do with it,period is still heavy,,,,,,,,,,,ok my period is still heavy and i have been to my doctor they ran the tests and i have no malignancy or hyperplasia which is awesome so why are my periods still heavy they were never before and they last a long time,period is still heavy,,,,,,Yes: why are my periods still heavy they were never before and they last a long time since they ruled out all of the bad stuff isnt it safe to say that maybe pregnancy has something to do with it and they are just getting back to normal,,,Yes: maybe has anyone had this before,,No,,,
28,2376187,Is it right for a doctor to tell a patient who suffers from bulimia to loose weight?,"I took my friend to the doctor today for her follow up visit for torn ligaments on her ankle and the doctor told her she needs to loose weight we both looked surprise because a year ago she weighed less than 100due to her eating disorder she is just now getting her life back together from the disease and the doctor knew this and she told the doc she feels great and thought she looked good, the doctor left and came back with a chart and it says that said that for height she should weigh around 115, she is 5'3 weigh 147 and wears a meduim  and size 8 pants. I don't see any weight problem. Is the doctor right? i'm concern that she' fall back into her her disorder.","That doctor has to off his/her rocker, 5'3 at 115 lbs and that's overweight? I'm 5'3 and no way near close to 115 or even 120 and as you can see I'm not over weight, telling a bulimic person she's over weight is the doctor out of his mind? all you can do is be there for your friend like you've been already.

EDIT:
I realize how much of a YA! addict I am when I went to my doctor's appt. Friday and asked about your situation and the answer that my doc gave was under no circumstance that a doctor should say anything about a patient gaining weight if they have an eating disorder because this is a battle that they will continue fight as long as they live even if they seem to getting better.
She also stated the weight is really not a big deal and if the doctor was concern about her weight then it he should have ask how is eating habits now? how often does she exercises? things of that nature and decide if he should bring up that continue to make the progress or say for a healthier heart and body you need to cut down on sweets and carbs and exercise more and also never pull out the weight and height chart for a person that has a disorder because in the patient's like you pulling out a magazine in to them and showing a very skinny model and say this is how you suppose to look, this is what the patient hear remember the patient has a distorted view of her weight image.
I think your friend needs a new doctor, suggest it to her.",weight problem,,,,,,,,i'm concern that she' fall back into her her disorder.,eating disorder,,, I took my friend to the doctor today for her follow up visit for torn ligaments on her ankle and the doctor told her she needs to loose weight we both looked surprise ,loose weight ,,,,,,, Is the doctor right?,loose weight , I don't see any weight problem., loose weight ,,,,Yes:  i'm concern that she' fall back into her her disorder.,Yes:  Is the doctor right?,,,,"Yes: all you can do is be there for your friend like you've been already....I think your friend needs a new doctor, suggest it to her.",,,
36,2595940,carboplatin only for ovarian cancer?,"My mom's dr gave her taxol and carboplatin for her first treatment, but for the second he just did carboplatin saying that many european studies say the results are the same if  carboplatin is used alone and not with taxol.  Just wondering if anyone has heard this or if this is the right course to go.  Not too many options though as my mom is without insurance and can't get any financial assistance.","I have copied the following text from the NCI website. This info applies the Stage 3 and 4 ovarian cancer. This is essentially the ""bible"" when it comes to treating cancer. Carbo has been given alone as first line therapy and showed essentially the same overall and progression free survival as carbo/Taxol with less side effects.

Systemic chemotherapy

Since cisplatin was approved in 1979, first-line treatment of ovarian cancer has consisted of this drug being given intravenously or its second-generation analog, carboplatin, being given either alone or in combination with other drugs. Clinical response rates from these drugs regularly exceed 60%, and median time-to-recurrence usually exceeds 1 year in this subset of suboptimally debulked women. Trials by various cooperative groups in the subsequent two decades addressed issues of optimal dose-intensity [15-17] for both cisplatin and carboplatin,[18] schedule, [19] and the equivalent results obtained with either of these platinum drugs, usually in combination with cyclophosphamide.[20] With the introduction of the taxane paclitaxel in the early 1990s, two trials confirmed the superiority of cisplatin combined with paclitaxel to the previous standard of cisplatin plus cyclophosphamide; however, two trials that compared the agent with either cisplatin or carboplatin as a single agent failed to confirm such superiority in all outcome parameters (i.e., response, time-to-progression, and survival) 
Nevertheless, for patients with ovarian cancer, the combination of cisplatin or carboplatin and paclitaxel has been used as the initial treatment (defined as induction chemotherapy) for a number of reasons:

GOG-132 was regarded by many as showing that sequential treatment of cisplatin and paclitaxel was equivalent to the combination because many patients crossed over before progression; moreover, the cisplatin only arm was more toxic because it utilized a 100 mg/m2 dose.[21] 
The Medical Research Council (MRC)-ICON3 study, while having fewer early crossovers, could be interpreted similarly in regard to the impact on survival of sequential treatment.[22] 
Data from MRC-ICON4 have shown a survival advantage for patients treated with the combination treatment regimen versus those treated with single-agent carboplatin upon recurrence (see Table 2). 
In past trials, single-agent platinums were not superior to platinum combined with an alkylating agent; therefore, the explanation of a detrimental effect of cyclophosphamide is unlikely. 
Since the adoption of the platinum-plus-taxane combination as the standard nearly worldwide, clinical trials have demonstrated:

noninferiority for carboplatin plus paclitaxel versus cisplatin plus paclitaxel,[23-25] 
noninferiority for carboplatin plus paclitaxel versus carboplatin plus docetaxel,[26] and
no advantage, but increased toxic effects, by adding epirubicin to the carboplatin plus paclitaxel doublet.[27] 
A study started by the GOG with international collaboration, currently published in abstract form, compared the carboplatin-plus-paclitaxel standard to two carboplatin-containing sequential doublets (one with topotecan and one with gemcitabine) followed by carboplatin plus paclitaxel, and to two triplets including either pegylated liposomal doxorubicin or gemcitabine with the standard doublet. No differences have emerged.[28] 


http://www.cancer.gov/cancertopics/pdq/treatment/ovarianepithelial/HealthProfessional/page6",treatment,,,, Not too many options though as my mom is without insurance and can't get any financial assistance.,ovarian cancer,,,,,,,,,,,,,,,Just wondering if anyone has heard this or if this is the right course to go. ,carboplatin only for ovarian cancer,"My mom's dr gave her taxol and carboplatin for her first treatment, but for the second he just did carboplatin saying that many european studies say the results are the same if  carboplatin is used alone and not with taxol. ",carboplatin only for ovarian cancer,,,,Yes: Just wondering if anyone has heard this ,Yes: if this is the right course to go.,,,,No,,,
