,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
31,639821,Husband has terrible pain in face...?,"In his tooth, jaw, cheek, throat and head...it kind of spreads out through that entire area.

Has been like this for about 2 months..the Doctor said he thought it was neuralgia..prescribed tegretol but it didn't work;  actually caused intense pain.  The center of the pain seems to be the tooth, but sometimes can't really tell for sure..it spreads out everywhere. 

Should my husband go to the hospital or the dentist..Pain killers do not work....thats why i'm wondering if it's a tooth problem...Pain eases when he swirls cool water around in his mouth but that only lasts for about 5 min.  He says he's also feeling pressure in his lower temple next to his eye.  This is all on the left side of his face.

Any thoughts, suggestions, ideas are appreciated.

Thanks.","use ice packs for now, pain,tylenol,  try advil, then aspirin,
try dentist for x-rays and analysis,
may need to take anti-biotics first...
suggest either filling or pull, void root canals,
use composite filling, not amalgam(lead)  

if not tooth, then see doctor first for anti-biotics,
then xray etc....

go over last 24 hours of food, habits, and any disabilities...",facial pain,,,probably female,,,,,,,,,,,,,,,,,Should my husband go to the hospital or the dentist..Pain killers do not work....thats why i'm wondering if it's a tooth problem...,,,,,,"Any thoughts, suggestions, ideas are appreciated.",,,,,,Not applicable,,,
34,850600,"Due 2 accident,I'dbroken middle & outer 1/3rd clavicle & scapula on the left shoulder-Do I need surgry ?","The accident occured on 4 oct 2006(today is 5 nov).My haemoglobin:17.5g/dl.TLC:10700/mm3.ESR-wintrobe:2mm1hr.Neutrophils:74%,Lymphocytes:23%,Monocytes:1%,Eosinophils:2%.BLOOD-RBCsare normocytic normochromic.aec:376.IgE test:127IU/ml.Earlier my surgen's openion was like,being a critical(scapula)case surgry is must.Now he differs & says ""b'coz of timeperiod & healing factor it is critical to go for the surgry.He says if I still feel pain after a months time he can opperate on my clavicle (but not on scapula!!).Any orthopeadic surgon-pls help & advice.If req. more detail, pls mail at sanjiv_ind3@yahoo.com.I'm a male of 33yrs old.","By this time, after about a month, your clavicle should be OK even if it has not healed fully. You should even be able to move your arm by now. The clavicle is the one of the least operated on bones in your body unless complicated with nerve or blood vessel injury. Most patients regain use of the involved upper extremity in 6-8 wks. Don't know the extent of damage in your scapula but being surrounded by your shoulder and back muscles, there is little need for any surgery on it. It responds well to conservative treatment. Just be patient with your physiotherapy.",clavicle and scapula fractures,25-34 years old,Male,,,,,,,,,,,,,,,,,,He says if I still feel pain after a months time he can opperate on my clavicle (but not on scapula!!).,clavicle and scapula fractures,,,,,Any orthopeadic surgon-pls help & advice.,,,,,,Not applicable,,,
35,892315,Gimpy ankles tendons in the morning?,"Hello all,

Just a question. I am a 27-year-old woman and I am wondering if this is normal. Whenever I go to bed or say I am napping whether its a 1 hour nap or I am getting up from a nights sleep I have to hobble out of bed until I get moving more--this has been going on for the last couple of months it almost feels kind of like tendonitis in the ankles, however my calves are so tight when I first get up that they hurt to move as well...I mean I am not 18 but I am not old either is this normal you think or is it just from being stiff from sleeping through the night? cause once i get moving around I can walk just fine and stuff. 

just curious--thanks--Jammiegirl","It's true as you get older things start to break down and not work so well.  Weird, sporadic problems- they are so annoying.

But this case is troublesome.  If they are tight and painful, it may be like the other person said here - achilles tendonitis.  You could have injured it or overworked continuously and unknowingly it into a chronic condition.  Of course, day to day activities, normal activities are going to aggravate it.

You may want to try to supplement with a few things.  Firstly, you need something anti-inflammatory that works.  The only anti-inflammatories on the market that I give credence to are plain 'ole aspirin and New Chapter 'Zyflamend' and 'Mycomend'.  Zyflamend is an incredibly strong and advanced herbal formulation that is winning folks over by it's scientifically proven efficacy.  I'd start with low-dose aspirin, use it 3 days on, 3 off. 

Mycomend takes more the Eastern medicine angle with 'time-honored' Chinese medicine and the use of specific mushrooms like reishi and maitake to reduce inflammation.  That's more of a *suggestion* than a recommendation like the aformentioned zyflamend.  

You may also want to supplement with those other joint-supplements like MSM, glucosamine and chondroitin.  I can't speak from experience about those, but people seem to talk a lot about them.

Personally, I would just take additional calcium/mag/zinc and C so your tendons can repair themselves and get lots of sleep and plenty of water.  Also, it helps to believe that these things you are doing are helping you.  Because if you do, they will!

Chris",gimpy ankles,25-34 years old,Female,,,,,,,,,,,,,,,,,,I am wondering if this is normal.,gimpy ankles,,,,,I am wondering if this is normal.,,I mean I am not 18 but I am not old either is this normal you think or is it just from being stiff from sleeping through the night?,,,,Yes: It's true as you get older things start to break down and not work so well.  ,,,
36,1241182,Ankle injury question?,I was playing soccer this afternoon with my kids and somehow twisted my ankle. It immediately got swollen just in one spot (not my whole ankle). I can walk on it and it doesn't really hurt that bad. I put ice on it. It's swollen like half the size of a golf ball. Is it possible to have a fracture even though I can walk on it and it's not very painful? Hate to go to the emergency room if it's not necessary - have 2 young kids at home and husband is working. Thanks.,"I have played sports all my life and a rolled ankle is nothing new...Just ice it 20 min on 20 min off and you will be fine....RICE Rest, Ice, Compression and Evelvation you will be fine!",ankle injury,,,,,,,,,,,,,,,,,,,,Is it possible to have a fracture even though I can walk on it and it's not very painful?,ankle injury,,,,,Is it possible to have a fracture even though I can walk on it and it's not very painful?,,,,,,Not applicable,,,
37,1573821,Can a stroke affect only one personality in someone with multiple personalities?,"This is strictly conjecture on my part. My recently deceased mother had a serious stroke. The day I brought her home from the hospital, I was in the kitchen and heard a young girl's voice coming from her room. A perfect, clearly ennuciated sentence, though I couldn't tell what she said. I don't know if my mom had MPD but I'd always suspected it. A psychiatrist said that it would have been impossible, if she did have that condition, to speak clearly considering the expressive aphasia. Again, this is all conjecture on my part. My mother was an excellent woman but changed behaviors so quickly.
Any thoughts from a neurologist or anyone in the medical field?","I am not in the medical field, but I myself have multiple personalities and have found that whatever bodily disease I have usually effects the others. What may have happened with your mother is that she attempted to speak and get your attention, but it came out differently then her own voice because of the stroke. There isn't any way for most people to know if they have a multiple personality because alot of people are able to incorperate them into one entity, unless they get extremely upset which may cause them to ""go inside"" themselves and another ""person"" will take over to handle whatever situation upset them. I know from experience that as long as I get time to myself and can be myself then I have no trouble with any one personality ""taking over"". If your Mom had multiple personalities then the stroke may have been so stressful that a personality with a stronger will may have taken over long enough to say what she had to say.There are some things in this world that even doctors and psychology can't explain.",stroke in multiple personality disorder,,,,,,,,,,,,,,,,,,,,"A psychiatrist said that it would have been impossible, if she did have that condition, to speak clearly considering the expressive aphasia.",stroke in multiple personality disorder,,,,,Can a stroke affect only one personality in someone with multiple personalities?,,"Again, this is all conjecture on my part.",,,,Yes: There are some things in this world that even doctors and psychology can't explain. ,,,
42,2062025,What is the basic principal of eating as a diabetic?,"I have recently been diagnosed as a ""borderline diabetic"".  

I am almost 41 years old.  I have illiminated sugar and white flour to the best of my ability from my diet and eat three meals a day with a snack in the evening.  So far, I have lost 15 pounds in 30 days; my current weight is 235.0 lbs and I am 5'10"".  

My question is, what is the basic principal of eating as a diabetic?  Is there an amount of protein/carbs/fat that one should eat to maintain a constant glucose level in the blood?  Or a specific timing?  

Thank you so much for your help.","Limit your carb intake. The body turns all carbs into sugar. With simple carbs; sugar, honey, syrup, etc. the body converts these quickly causing your blood sugar to spike so avoid these. Complex carbs like rice, oatmeal, beans, etc. take longer to convert so your blood sugar doesn't spike, but it will still go up. You also have to be careful not to eat too much protein. Protein won't effect your blood sugar, but will effect your kidneys which are already working overtime trying to get rid of the excess sugar. Make an appointment and talk with a dietitian. In the meantime practice portion control. That's where most of us get in trouble. 1/2 Cup is a serving of starch like corn, beans, pasta, potatoes. 1 Cup is a serving of raw veggies and 1/2 Cup cooked veggies = a serving. 1 oz. of meat = 1 serving of meat. Watch your diet and talk with a dietitian and you should be able to control your diabetes without having to go on meds. OH and always carry some hard candy with you in case your blood sugar gets too low. Good luck with this.",diabetic diet,35-44 years old,,,,,,,,,,,,,,,,,,,,,,,Yes,,"My question is, what is the basic principal of eating as a diabetic?",,,,,,Not applicable,,,
44,2524984,"My left side has been going numb lately, any ideas what might be causing it?","I am 26 yrs. old. 8 Mo. ago I had a baby by c-section 3 1/2 mo. early due to HELLP syndrome. Then, 3 weeks later ended up with a Pulmanary embolism (blood clot in the lung). I am on blood thinners, don't drink, sometimes smoke. I have numbness in my side around the base of my rib cage, on rare occasions, there is a little pain involved before the numbness. The feeling is inside, not the outside skin. My doctor doesn't think it is anything, but I can't help wondering. Ths has been going on for almost 5 months now. 
Does anyone have any advice? Know anyone who has felt like this before???","With your history of HELLP you need to seek another opinion right away.  Also a PE is nothing to sneeze at.  Both are life threatening conditions.  Your body is trying to tell you something, listen to it!  Get to another Dr. right away for their opinion. I am a retired OB nurse and have seen patients with complications like yours, even months later and the outcome was not good,  Don't ignore the warning signs.",numbness,25-34 years old,Female,,,,,,,,,,,,,,,,,,,,"My doctor doesn't think it is anything, but I can't help wondering.",numbness,,,"My left side has been going numb lately, any ideas what might be causing it?",,"My doctor doesn't think it is anything, but I can't help wondering.",,,,"Yes: Your body is trying to tell you something, listen to it! ",,,
45,3963593,"I suspect I suffer from depression, anxiety, and mania. Can one treat all 3 of these with drugs, or...?","Do you focus on the worst one? I think my main problem is the depression, because I have been stuck in life from lack of actual work getting done. So I may have to ignore the other 2 in order to solve the main problem. Or am I totally wrong?  I would appreciate input from anyone with experience treating these problems.

I am planning on talking to a psychiatrist, but I want some feedback before I go so I know how to approach the questions with him.

Thanks","They call it ""the talking cure"" because you will be given a very wide berth to explain what problems you are having. I would say (s)he'll give you the same thing (s)he usually gives manic depressives,which encompasses all three conditions you name.","depression, anxiety, and mania",,,,,,,,,,,,,,,,,,,,Or am I totally wrong?,"depression, anxiety, and mania",,,,,I would appreciate input from anyone with experience treating these problems.,,Or am I totally wrong?,,,,"Yes: They call it ""the talking cure"" because you will be given a very wide berth to explain what problems you are having. ",,,
1,2500038,What causes a headache in the same spot above an eye?,What could possibly cause this kind of a headache...It's usually in one spot above the right eye. This has been going on for about 9 months now and the headaches come randomly about 3-4 times a week (doesn't seem to be caused because of change in weather). The pain is usually sharp just in that area. Could this be serious or is it just a normal thing to deal with? What can cause this and what can be done to prevent it other then to drink pills?,"Most headaches around the eyes are one of two types - either migraine, or sinus headache; you may be able to determine which one it is likely to be by the following:  

A migraine headache is virtually entirely on one side of the head; it is often accompanied by nausea, and sensitivity to light and/or sound.  Some people experience an ""aura"" shortly before the migraine begins; it can be visual, auditory, or even olfactory (sense of smell).  A migraine is often helped by being in a cool, dark room, and often disappears after a period of sleep.  The causes of migraines are not fully understood, but there are prescription medications that can help; ibuprofen helps some people, but usually it doesn't do much.  Some people also respond to medications or liquids containing caffeine.

Sinus headaches behave differently. Generally, the pain is on both sides of the face, and often worst near the cheekbones or around the eyes.  Light or sound generally have little if any effect on the headache.  Cool surroundings often make the sufferer feel worse; warm compresses or a heating pad often help.  Sinus headaches generally respond well to ibuprofen or Tylenol, particularly if combined with sudafed/pseudoephedrine (like Tylenol Sinus formula or a similar medication). 

If either one of these sounds familiar, then check with your doctor - particularly if it is a migraine, as the only really effective migraine medications are prescription-only preparations.  Even if none of the above sounds familiar, it sounds to me like it's time to see your doctor.  Good luck!",headache,,,,,,,,Could this be serious,headache,,,,,,,,,,,,,,,,,What causes a headache in the same spot above an eye?,,Could this be serious or is it just a normal thing to deal with?,,,,Yes: Good luck!,,,
2,2583388,Diagnose with a Genetic Disorder?,"I met the love of my life when i was 17 yrs old, now i am 27 and have borne three boys. I have since started college for a more meaningful life for all of us, but the main reason being for going to college was my partner was diagnosed with Huntington Disease about three yrs ago, i am not a single parent but i feel i am obliged to make a career for the sake of our boys because it seems i won't always have their dad around,.......Am i burying dad before his time or am i doing the right thing for our family?",i think your doing the right thing. your trying to ensure you can provide for your family if the worst happens. i find that admirable,Genetic Disorder,25-34 years old,Female,,"i feel i am obliged to make a career for the sake of our boys because it seems i won't always have their dad around,",Genetic Disorder,I met the love of my life,I met the love of my life,,,,,,,,,,,"it seems i won't always have their dad around,",Genetic Disorder,Am i burying dad before his time or am i doing the right thing for our family?,Genetic Disorder,,,,,,,Am i burying dad before his time or am i doing the right thing for our family?,,,,Yes: i think your doing the right thing. i find that admirable,,,
4,3446206,i might be 1 or 2 weeks pregnant what are some symptoms pregnant women feel??,"For the past few days I've been having weakness, loss of appetite, very bad dizziness, headache, stomach pain,and fainting. I went to the dr. she said either i might have the stomach flu or these are early on pregnancy symptoms. I need to wait another 2 weeks to find out if i will get my period or not. What are the early on symptoms of pregnancy? can you actually have these symptoms if a person is 1-2 weeks pregnant??","Some early pregnancy symptoms can include: 
1. Changes in your sense of smell and taste (things you liked before will make you feels sick to you stomach or smell unpleasant) 
2. You could have breast tenderness (you may find it difficult to lay on your stomach for example)
3.  You could feel very nauseated throughout the entire day (morning sickness is most common but some women are ill all day) 
4. You can be extremely tired (even though you may be getting enough sleep you still may feel exhausted)",pregnancy,,Female,,,,,,,,,,,,,,,,,,,,,,,,What are the early on symptoms of pregnancy?,,,,,,Not applicable,,,
7,3218324,my husband has hepatic encepalapathy?,"he stopped drinking for 6 mths & 1week. now he has started back drinking.he was taking his medication,whether or not he's taking it now is a differant story.he has called the police on my son, saying that he does not belong there&told me i had to leave. now he does not remember it.he has no memory of us re-marrying he says we married in 1999.how serious is this disease?his urine is dark brown&he drinks pop by the 1/2 case full.waiting for a response.","Hepatic encephalopathy is a complication of cirrhosis of the liver and its resultant portal hypertension, toxic substances accumulate in the blood and impair the function of brain cells. Signs can include impaired cognition, a flapping tremor (asterixis), and a decreased level of consciousness.
Grading of the symptoms of hepatic encephalopathy is performed according to the so-called West Haven classification system: 

Stage 0 - Minimal hepatic encephalopathy (previously known as subclinical hepatic encephalopathy). Lack of detectable changes in personality or behavior. Minimal changes in memory, concentration, intellectual function, and coordination. Asterixis is absent. 

Stage 1 - Trivial lack of awareness. Shortened attention span. Impaired addition or subtraction. Hypersomnia, insomnia, or inversion of sleep pattern. Euphoria, depression, or irritability. Mild confusion. Slowing of ability to perform mental tasks. Asterixis can be detected. 

Stage 2 - Lethargy or apathy. Disorientation. Inappropriate behavior. Slurred speech. Obvious asterixis. Drowsiness, lethargy, gross deficits in ability to perform mental tasks, obvious personality changes, inappropriate behavior, and intermittent disorientation, usually regarding time. 

Stage 3 - Somnolent but can be aroused, unable to perform mental tasks, disorientation about time and place, marked confusion, amnesia, occasional fits of rage, present but incomprehensible speech 

Stage 4 - Coma with or without response to painful stimuli",hepatic encepalapathy,,Female,,,,,,how serious is this disease?,hepatic encepalapathy,,,,,,,,,,,,,,,,,how serious is this disease?,,,,,,Not applicable,,,
10,2903287,morning sickness or stomach bug?,"I have been vomiting off and on for the last coulpe of days, I don't know for sure if I am pregnant or not but everytime i go to lay down I feel nausiated and so I am sleeping in a chair which as you know is uncomfortable.  If i am pregnant I am probably only five or 6 weeks, I have had my period (only four days long) but it seemed relatively normal and it wasn't late, and my breast have been sensitive but not more than normal, the only other thing is that I have had diarreah (sorry TMI).  I threw up three times this morning (everytime i try to eat or drink).  Any ideas?","hmm, when i was first pregnnat i thought i had the flu, was puking, felt feverish. it's the time of the year to get sick, so i'd say go get a test. if you're 5-6 weeks you should get a positive, but there is a bad stomach bug going around. either way, take a test and make an appt with the dr. good luck, i'm sick myself, i know it sucks",morning sickness or stomach bug,,Female,,everytime i go to lay down I feel nausiated and so I am sleeping in a chair which as you know is uncomfortable.,morning sickness or stomach bug,,,,,,,,,,,,,,,,,,,,,morning sickness or stomach bug?,,Any ideas?,,,,"Yes: good luck, i'm sick myself, i know it sucks",,,
12,3265896,std? prostatitis?,"everytime after sex, my right ball swells and this discharge comes out. i have been to the doctor countless times. this time, i had anal on a one night stand. didn't cum. 3 days later, the swell came back. there is kinda mild sticky discharge. i did use a condom. is it mechanical urethritis or the right ball malfunctioning? it happens everytime after sex and there been many times the doctor said there was no sign of infection.","did your doctor give you a blood test? This should have been done initially if you suspected an STD which it does sound like. 
Many doctors in this day and age are beginning to decrease the amount of STD tests done, stupid it know, as they believe the STD epidemic is declining as people become more familiar with safe sex.

Back to your question, has this always happend when you have had sex? No? Then something has obviously developed. Either demand further testing from your doctor or give him/her a sample on the spot. Yes I mean go out and obtain a sample of the gunk on a swab. If you tell the doctor before hand they should be able to give you a pathology swab with a special tube to keep it in. 

Another variation on your symptoms is a blockage of the ducts out of the scrotum, this would cause a blockage and swelling of the vessels giving the illusion your right ball is swallon. Once the body acts to right this wrong the semen would ooze out as it is the only place it can go.

Either way you need to see a specialist if your doctor is being complacent about the issue! 

Hope this helped",std? prostatitis?,,Male,,,,,,,,,,,,,,,,,,,,,,,,is it mechanical urethritis or the right ball malfunctioning?,,,,,,Not applicable,,,
13,1953852,for any health care proffesional??,Does anyone know why birth control isn't effective for a month if not taken within 6 days of a miscarriage or abortion? Do you ovulate? I couldn't find anything on the net! I was only on the birth control for less then 2 weeks after my miscarriage..but it was more then 6 days after when I started using it..I had unprotected sex once with the withdrawal method on the 3rd day of my period(lasted 5 days) I spotted when I stopped taking them but I had a full period 9 days after quitting birth control...13 days after my period I got sharp pains where my ovary was at..do you think I was ovulating? possible pregnancy? I am just stressing here,None,birth control,,Female,,,,,,I am just stressing here,birth control,,,I couldn't find anything on the net!,birth control,,,,,,,why birth control isn't effective for a month if not taken within 6 days of a miscarriage or abortion?,birth control,,,,,possible pregnancy?,,do you think I was ovulating?,,Does anyone know why birth control isn't effective for a month if not taken within 6 days of a miscarriage or abortion?,,No,,,
15,4096312,Salivary gland infection or blockage?,"I had my left wisdom teeth removed (both were infected) about a month-month and a half ago. I noticed that there is a small bump on the left side of my neck under my chin kind of below my ear, I thought it was a lymph node but my dad said it might be a salivary gland (submandibular gland?) I did some research and decided to try the sucking on a sour piece of hard candy to get the saliva going and it seems to help sometimes when the bump feels big and painful I do that and the bump seems to go down a bit. Anyways what could this be? Im assuming that the wisdom tooth could be involved since where the lower one used to be is pretty close to where the bump is. I'll probably go see a doctor but does anyone have any ideas about this?","No.. doesnt sound like an infected gland to me.... I think you need to get to a doctor asap, and have him check it out. And when i say doctor.. i'm NOT talking about a Dentist!!! Thats beyond our control. Sorry........",Salivary gland infection or blockage,,,,,,,,,,,,,,,,,,,,,,,,Yes,,what could this be?,,,,does anyone have any ideas about this?,,Yes: Sorry........,,,
16,4171197,Genital Herpes or allergic reaction of somesort?,"I'm hoping people are adult enough to understand that boys and girls have different parts so people shouldn't find what i'm saying disgusting or whatever. 

Woke up this morning; looked down, and saw 3 tiny (like really tiny) little red bumps, not near each other and solo (on their own), There was an itch, but it felt the same as when i had poison oak rash down there so at first i wasn't too woried. But then I remembed i hadn't been anywhere near posion oak, and it didn't look like a normal rash. It was just 3 bumps. I don't know if i got paranoid but  i've been itchy all day everywhere nad bumps have been appearing all over. HAHA. the last sexual encounter was only oral and it was about 6 days ago. It can't be herpes can it?????","Well, you could have herpes and not show signs of it for years, the best option for you is to have a blood test and a doctor examining your bumps. 

It is hard to tell whether it is or not because I assume you have had sex before this last encounter. It could be anything from acne, herpes, molluscus or any other sort of STD or an allergic reaction, but it is an odd place for an allergy. Go to you doctor, if you have an STD it is most likely treatable.  Be smart.",Genital Herpes or allergic reaction,,,,,,,,at first i wasn't too woried.,Genital Herpes or allergic reaction,,,,,,,,,,,,,,,,,It can't be herpes can it?????,,,,,,Not applicable,,,
17,2328101,can munchausens be classed to a 40 year old female who cares for her elderly parent who has cancer?,"the person has obsessive behaviour such as spotlessly clean home.that seems to be more monumental than lived in.other traits  are constant reporting to health professionals about unsuitable workers.
giving misleading information to doctors,such as stating the parent is constipated which ends with the patient having evasive treatment. demanding medication for pain then refuses to give it because the patient has not eaten, then telling other hca s she is eating well. the patient does not have long left to live she has dementia and is unable to speak.","From what I understand then yes she could be, I could go into the why's, the if's etc. but that wont help, if you have serious concerns about this person then contact the police, that is the best thing to do.",munchausens,,,,,,,,,,,,,,,,,,,,,,,,Yes,,can munchausens be classed to a 40 year old female who cares for her elderly parent who has cancer?,,,,,,Not applicable,,,
18,4359971,chest pain?,"chest arm pain?

Chest arm pain?


I walked in the store today and when i got out i started to get chest pain arm pain and shortness of breath and nausea i let some gas out a while ago and it went away alittle also jaw pain a few weeks ago i had 2 ekgs 2 different blood test a chest xray and before that another chest xray and ekg in feb and said it was gas in sept i HAD A EKG AND SAID IT WAS ANXIETY WHEN i HAD the ekg with blood work it all showed up fine except the doctor said I have gerd.I have had 2 things of blood work 2 chest xrays and 4 ekgs.All came back normal do you think it is ger gas or?Thanks.I am 18 but obese or overweight.
Additional Details


also numb hand and arm sometimes not weak though.


and sometimes behind neck also pressure in cheeks sometimes not really now though.

chest pain is either sharp or like nerve pain.
Everytime i went to the hospital 3 different times 3 different doctors.
I also have diarheeha","That's diarrhea. Meantime heart pain is usually more of a heaviness or pressure type pain not a sharp pain. I would be inclined to think your obesity is the culprit. All that excess fat presses on internal organs and can cause sluggish digestion and can press upward on the stomach causing pain. Time to find a good weight loss diet. Considering the number of tests you have had I would guess anxiety is also a big factor at this point. You need to work closely with your doctor, consider weight loss and perhaps some short term antianxiety medication.",chest pain,18-24 years old,,,,,,,IT WAS ANXIETY,chest pain,,,,,,,,,,,,,,,,,do you think it is ger gas or?,,,,,,Not applicable,,,
19,1522344,Acne mark/scars?,"I'm not sure what they are called, they're the ugly marks the zits leave behind after they're gone, and it's even harder to get rid of! I have TONS of these on my face, and it's really just bad looking when I look close... (Don't get me wrong, you can clearly see them from a distance too, but it's just uglier close-up).

At the moment, I'm using ProActiv. I admit, it cleared away most pimples (even though I still got one or two every now and then), but I really don't see any changes in the marks. FYI, I've been using ProActiv for about a week, so I may have to wait longer, but I have yet to see any ""dramatic"" results they gauranteed.

If anyone could share some sort of products or methods they use to clear away the marks, it would be much appreciated. They're really ugly.","I know exactly what you are talking about. I'm experiencing the same thing too (they DO look bad from distance or angle), and I'm trying to get rid of them as well. Thing is, I think they're just like any scar you would get anywhere on your body. They'll go away eventually. Proactiv, which I've used (I'm just finishing my second, and last set now) contains a chemical that is bleaching to fabric, and I would assume that same chemical is what'll help fade the marks (though they didn't work for me after the first set, and now finishing my second, they're a bit faded, but still there - keep in mind that everyone's skin is different).

So my suggestion would be to look for other products that are meant for Blemish control/Blemish Fighting. However, if you know that you have sensitive skin, don't use anything else in combination Proactiv. It may cause a reaction. And also, for future reference, within the Proactiv line there is a product called 'Advanced Blemish Treatment'. It works very well if used correctly. You know when you know you're about to get a pimple, and the area gets a bit redish and sore-ish...like the warning sign? If you apply a thin layer of it right then, there's a good chance that the pimple will not even develop, and will leave virtually no mark at all. If you have the funds in order, I would suggest you buy it. It's the only Proactiv product I plan to continue to buy. It costs $33 in Canada.... so whereever you're from, do the math. lol. 

I tend to go on and on. Sorry about the lengthiness of this post. lol :P",Acne mark/scars,,,,,,,,,,,,,,"I have TONS of these on my face, and it's really just bad looking",Acne mark/scars,,,,,,,,,,,,,They're really ugly.,,"If anyone could share some sort of products or methods they use to clear away the marks, it would be much appreciated.",,Yes: I'm experiencing the same thing too,,,
20,2777994,"will there be any diseases form due to passing the motion(feces) two days once, not daily?","wat r the diseases will be form due to passing the motion(feces) two days once ?.......im passing my motion(feces) two days once, not daily....becoz, i cant able to pass out my motion(feces) daily even if i try.....but my fecus coming out is not so hard, so that i dont feel any pain or discomfort....but i cant able to pass it out daily....if i pass out my motion two days once forever, not daily will cause any diseases like colon cancer or something like that?","You should be evaluated by a doctor to make sure that there is no obstruction, especially if this is a new symptom. You may need to undergo a few tests to see what is going on. Do not wait, especially if you are experiencing any pain. I know cancer patients who have had their intestines obstructed and it is painful. Have it checked out.

The fact that bowel movements are every two days though is not reason to worry. For some people it is normal to wait that long, sometimes three days. What should concern you is if this is a new symptom . . that has just recently occured. It's probably not cancer, but constipation but it is still best to have it check out just to ease your mind.",feces,,,,,,,,,,,,,,i cant able to pass out my motion(feces) daily even if i try.....,feces,,,,,,,,,,,wat r the diseases will be form due to passing the motion(feces) two days once ?,,,,,,Not applicable,,,
21,3438107,Asthma? My 20 month old son has had a chesty cough on and off for about 2-3 months........I took?,"him to the doctor and he said he 'might' have asthma.  I don't know anyone who has asthma so don't know much about it. He prescribed a Ventolin to see if it helps. His cough sounds quite phlegmy but it hasn't affected him in any other way.  He seems happy enough and doesn't run out of breath or anything like that.
The I reason I am skeptical is because the doctor was quite rude and getting frustrated because my son was opening and closing the door.......great bedside manner for a GP.  I didn's ask many questions because it was clear he wanted us out as soon as possible.
Can anyone else give me more info on this before I go back for a second opinion?","in my opinion, asthma is SOOOOOOOOOOOO over-diagnosed (as a pharmacy tech- I see so many rx's for asthma drugs and breathing machines it's ridiculous) and a phlegmy cough is not typical of asthma. With asthma, he should be wheezy sounding- esp. if he is running around alot. I would DEFINATELY go for another opinion, and that doc needs a rx herself- for some chill pills. Let a kid be a kid, within reason. Geez. Good luck.",Asthma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can anyone else give me more info on this before I go back for a second opinion?,,Yes: Good luck.,,,
22,3555822,New Orleans Syndrome?,"I'm in the national guard, and i volunteered to go to NO(new orleans) with another unit from illinois after the hurricanes that destroyed the city.  I was there for just over a month, and that was over 6 months ago, and I have had a stuffy nose everday since I first got down there.  I'm sure I was exposed to all kinds of polutants.  But I'm not usually the type of person who gets sick easily, but I've had this stuffy nose for over 6 months and it won't go away.  Towards the end people were tearing out the walls of their homes, and the streets were lined with fiberglass insulation, and I assume asbestos.  My girlfriends parents said they heard a news reporter who was down there talk about how she's had a stuffy nose for months now too.  Has this happened to anyone else who was down there?  And did it go away, or am I doomed to live like this for the rest of my life?","I ended up going to the doctor and getting anti-fungal pills to take.  He ex-rayed my face and there were pockets of stuff in my sinuses.  Everyone I know is complaining of stuffy nose, sinus infection, Katrina cough, sore throats, etc.  You are not doomed. Just get to a doctor and describe what's going on.  Since I took those anti-fungals, I feel much better.  Part of the problem is the mold.  Everything that got wet molded, and with people gutting out their homes, there is all sorts of mold being released into the air.  I wouldn't worry so much about asbestos as the mold.  Also be warned, many of these old houses have layers of lead paint, so lead is also being released.  

This problem will last for quite a while, as a lot of people STILL have not returned to gut their homes.

Another factor for you and others from other areas is the humidity.  If you aren't used to the level of humidity we have here, that could be making you feel even worse.  I have a cousin in the National Guard, and he says here at home he now has trouble breathing because he had gotten used to the drier air in Iraq.

Thank you for coming to help.",New Orleans Syndrome,,Male,,,,,,,,,,"I'm not usually the type of person who gets sick easily, but I've had this stuffy nose for over 6 months and it won't go away.",New Orleans Syndrome,,,,,,,,,,,,,,,am I doomed to live like this for the rest of my life?,,Has this happened to anyone else who was down there?,,"Yes: I took those anti-fungals, I feel much better.",,,
24,172554,Pelvic pain when I sleep?,"Okay, whenever i am asleep i always wake up in the middle of the night with this deep pain in my pelivs. I always sleep on my side sorta in the fetal position and i am a bit heavy, too. I usually have to lie on my back with my legs apart to soothe the pain which takes about 3- 8 minutes to aleviate itself, but most of the time i just have to go to the bathroom for it to stop. I don't know what causes this and its an everynight thing, i for once would like to get a full nights sleep withou thaving to go to the bathroom once or twice a night.","That could be a number of things. It could have to do with your uterus (endometriosis, fibroids), could have to do with your bladder (bladder infection, etc). I would definitely go see your gynocologist right away. They can treat whichever problem it may be. Go soon, ok??  : )",Pelvic pain,,Female,,,,,,,,,,,,i for once would like to get a full nights sleep,Pelvic pain,,,,,I don't know what causes this,Pelvic pain,,,,,,,,,,,"Yes: Go soon, ok??  : )",,,
