,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
18,765460,Light brown spotting for more than 4 days after period.?,"I had a very light period that came late, and a few days later i'm spotting. It started like discharge and everyday became lighter now it's a light brown, and I only spot like once a day. I'm not on the pill, and all preg. tests were neg... I have frequent headaches, but no other pains anywhere. I have a doc apt tomorrow. I've never had an abortion, or problems with my period. 
I'm 21 and don't have any children. This has never happened to me, Do any of these problems that you mention happen if you're a virgin? Or only if you've had intercourse?",Actually spotting between periods can be nothing or it could be something wrong. I did this for years and didn't think anything about it. It happened when I was a virgin and when I wasn't. Sometimes it would be for one day sometimes it would go up to 2 weeks. When I got married we wanted to try right away for a baby (I was 21 by the way) and I couldn't get pregnant. After 3 years of trying we found out I had a disease called PCOS and that was what was causing the spotting. Also if you do get pregnant there is a 40% chance of losing the baby before 3 months which is a very high rate. So I do recommend you getting checked just to be sure. There are meds for almost any reproductive problem and it is good to start early on if you plan on having children in the future so your body is regulated.,Light brown spotting for more than 4 days after period,18-24 years old,Female,,,,,,,,,,,,,,,,,,This has never happened to me.,Light brown spotting for more than 4 days after period,,,,,Yes: Do any of these problems that you mention happen if you're a virgin? Or only if you've had intercourse?,Yes: I have a doc apt tomorrow. ,,,,,Yes: Actually spotting between periods can be nothing or it could be something wrong. I did this for years and didn't think anything about it. It happened when I was a virgin and when I wasn't. Sometimes it would be for one day sometimes it would go up to 2 weeks.,,,
19,481271,QUESTION FOR USERS of KEPPRA?,"My wife was recently started on Keppra for treatment of seizures.  She has been using Depakote for the last 14 years, at a dosage of 375 mg (125 mg at 3 times/day).  She has had no signs of kidney damage, no signs of bone marrow loss, but the doctor still wants to take her off of it.  The doctor wants to increase her dosage of Keppra by one 500 mg pill/week, until she is at the maximum dosage of 3,000 mg, a day (1500 in morning, 1500 in evening) does anyone know if this is a bad thing?  I've been searching online for more info, but am failing to find any.  This medication has no thorough studies done on interactions with infants, and we want to have another child.  Also the doctor wants to take my wife completely off the Depakote, and make the Keppra her main seizure medication.  Please, if anyone can help, let me know?","While I don't know alot about it I do know that the neurologist our local hospital had before she recently accepted a teaching position at Harvard prescribed this medication quite frequently and no one seemed to have any problems, there is always the unknown with a newer medication.  I say if she is generally healthy, why not give it a try.

BTW, the question about Thankgiving was just for fun, my boyfriend does nearly all the cooking here, too.  I do the dang dishes.",Keppra for treatment,,Male,,,,,,,,,,,,,,,,,,"I've been searching online for more info, but am failing to find any. ",Keppra for treatment of seizures,,,,,,"Yes:  Please, if anyone can help, let me know",Yes: does anyone know if this is a bad thing? ,,,,"Yes:  there is always the unknown with a newer medication.  I say if she is generally healthy, why not give it a try.",,,
23,1600748,I used to get migraines ALOT and of course I would have the symptoms that would come before the migraine...?,"but now I am just having the symptoms without migraines following is it possible they are due to something else? Like is it possible they might be telling me something else is wrong? I am experiencing a blinding sensation in one or both eyes, but I can still see...it's almost like my eyes are wrapped in alumnium foil. It's kind of strange so I don't know how to explain it. I've also experienced some some pain in my eyes and slight pain in my head but right along with the symptoms not after them as what used to happen and it's not anything close to a migraine feeling. Can anyone help me out with this I don't want my doc to think I'm crazy when I try to explain this to him.","Sounds about right.  Same thing has been happening to me this year.  Just be glad it's not a full migrain.  Migrains are mental and your brain is finding ways to counteract the migrain before it develops.  You may also be finding ways to react to it differently.
Here are some things I do.
1. Take 2 motrin as soon as I see it with my eyes (sometimes I can feel it come on before my eyes go wacky).
2. Relax
3. Walk around to get blood flowing if you've been sitting
4. Use the restroom, eat something soft like a burito, massage sore muscles, or anything else I can tell that may be causing internal stress
5. Rest your eyes
6. Get a damp washcloth put on your eyes / forehead
7. Lay down in bed
8. If migraine still coming on, I take another 2 motrin at about 1/2 hr after step 1.  Then I go back to bed and its a waiting game from there.",having the symptoms without migraines,,,,,,,,,,,,,,it's almost like my eyes are wrapped in alumnium foil,experiencing a blinding sensation in one or both eyes,,,,, It's kind of strange so I don't know how to explain it.,experiencing a blinding sensation in one or both eyes,,,,,Yes: Can anyone help me out with this I don't want my doc to think I'm crazy when I try to explain this to him.,Yes: I don't want my doc to think I'm crazy when I try to explain this to him.,Yes: they are due to something else? Like is it possible they might be telling me something else is wrong?,,,,Yes: Sounds about right.  Same thing has been happening to me this year.  Just be glad it's not a full migrain.  Migrains are mental and your brain is finding ways to counteract the migrain before it develops.  You may also be finding ways to react to it differently. Here are some things I do.,,,
25,3501286,Dealing with dads cancer?,"My dad has had cancer for over 7 years. I know hes not going to be here forever. I am going to be 20 and there has been so much more. This has been alot to deal with from the daughtors perspective. I have been told I am so strong for dealing with everything the way I have, but I think I need something more. What is out there for people dealing with family and cancer? Psychologist? Groups? What has worked? I have thought about talking to a psychologist or something but I dont know if thats what I need.....im so confused.","Hi Katie, I'm sorry to hear about your dad.  I think you have a good head on your shoulders and are strong for asking for ideas on how to deal with things.  Yahoo has alot of different groups for families and cancer.  You should talk to other people in your same situation, they can shed fresh light on ideas.  I'm a survivor myself, at the same time I had my cancer, my best friend did too, she died, then after I recovered my dad had bladder cancer.  It's scary.  7 years is a good record for having cancer and it's getting to the stage that alot of people just ""live with cancer"" like you do with diabetes, asthma, and other problems so although no one is here forever, he has a good chance for more years with the new clincial trials and treatments coming out each day.  But just knowing he has it is hard, and you should be in a support group of some sort.  A pastor can help, catholic charities has free counselling services, psychologists can help, groups can help, you have to try and see where you feel the most comfortable.",family and cancer,,Female,, I know hes not going to be here forever. ,Dealing with dads cancer,,,,,,,,,,,,, I know hes not going to be here forever. ,Dealing with dads cancer, I have thought about talking to a psychologist or something but I dont know if thats what I need.....im so confused. I know hes not going to be here forever.,Dealing with dads cancer,,,,,,Yes:  I have thought about talking to a psychologist or something but I dont know if thats what I need.....im so confused.,,,Yes:  What is out there for people dealing with family and cancer? Psychologist? Groups? What has worked?,,"Yes: Hi Katie, I'm sorry to hear about your dad.  I think you have a good head on your shoulders and are strong for asking for ideas on how to deal with things.  ",,,
30,2546899,Diareia(sp) Sister has had it for a year. She is 77-Looks 50?,"My sister has been going to this Doctor for a year with cronic diareia. Her Dr. said he has done all he can for her. What a ""bomber"". I pray this is not a PCP as she should have been seeing a internal Dr. many months ago. She has been through test after test and no conclusive diagnoisis. She has lost over thirty pound from, I would imagine dyhadration. This has been over a period of eleven months. She does not look well. Anyway her Doctor as I said told her he could do no more for her, and for her to see someone else. Why, or he may have reccommended another specialist. 
Her physical condition her entire life, she never got tired on trips, and ready to go anywhere on a moments notice. She has more stamina now sick, than I do well.  I know she does not drank bottled water. Her husband is an alcoholic, and has been his entire life. She never, ever drinks. Her husband has been feeding her high saturated fat, sugar coated buns and she has gained 4 lbs. ""Whopee"". What is  wrong  with her..","Rody-O.  To make sure that your spelling is accurate.  Do a Spellcheck.  Doesn't your computer has that feature?  Your sister needs to see a GI (gastrointestinal specialist).  There are differential diagnosis for what she has.  Foremost that come to mind due to the duration of the diarrhea is  colon cancer, or the inflammatory intestinal disease- Crohn's disease

What is diarrhea?

Diarrhea�loose, watery stools occurring more than three times in one day�is a common problem that usually lasts a day or two and goes away on its own without any special treatment. However, prolonged diarrhea can be a sign of other problems. People with diarrhea may pass more than a quart of stool a day.

Diarrhea can cause dehydration, which means the body lacks enough fluid to function properly. Dehydration is particularly dangerous in children and the elderly, and it must be treated promptly to avoid serious health problems. 

People of all ages can get diarrhea. The average adult has a bout of diarrhea about four times a year.

What causes diarrhea?

Diarrhea may be caused by a temporary problem, like an infection, or a chronic problem, like an intestinal disease. A few of the more common causes of diarrhea are

Bacterial infections. Several types of bacteria, consumed through contaminated food or water, can cause diarrhea. Common culprits include Campylobacter, Salmonella, Shigella, and Escherichia coli. Food poisoning, intestinal fluare known causes.  


Viral infections. Many viruses cause diarrhea, including rotavirus, Norwalk virus, cytomegalovirus, herpes simplex virus, and viral hepatitis.


Food intolerances. Some people are unable to digest some component of food, such as lactose, the sugar found in milk.


Parasites. Parasites can enter the body through food or water and settle in the digestive system. Parasites that cause diarrhea include Giardia lamblia, Entamoeba histolytica, and Cryptosporidium.


Reaction to medicines, such as antibiotics, blood pressure medications, and antacids containing magnesium.


Intestinal diseases, like inflammatory bowel disease or celiac disease., or Crohn's Disease, 
Whipple Disease; ulcerative colitis,.


Functional bowel disorders, such as irritable bowel syndrome, in which the intestines do not work normally. Alcohol and laxative abuse are classified in here.   I'm diagnosed with this.  I'm taking Tagamet for it. No more cramps and diarrhea. 

How Is Diarrhea Treated?

If you have a mild case of diarrhea, you can just let it run its course, or you can treat it with an over-the-counter medicine.Common brand names include Pepto-Bismol, Imodium A-D and Kaopectate, which are available as liquids or tablets. Follow the instructions on the package. 

In addition, you should drink at least six 8-ounce glasses of fluid per day. Choose fruit juice without pulp, broth or soda (without caffeine). Chicken broth (without the fat), tea with honey and sports drinks are also good choices. Instead of drinking liquids with your meals, drink liquids between meals. Drink small amounts of fluids frequently. 

How Can I Relieve Discomfort in the Rectal Area



Some people develop diarrhea after stomach surgery or removal of the gallbladder. The reason may be a change in how quickly food moves through the digestive system after stomach surgery or an increase in bile in the colon that can occur after gallbladder surgery.

In most cases, replacing lost fluid to prevent dehydration is the only treatment necessary. Medicines that stop diarrhea may be helpful in some cases, but they are not recommended for people whose diarrhea is caused by a bacterial infection or parasite�stopping the diarrhea traps the organism in the intestines, prolonging the problem. Instead, doctors usually prescribe antibiotics. Viral causes are either treated with medication or left to run their course, depending on the severity and type of the virus


Points to Remember:
Dia",cronic diareia,,,,"She has lost over thirty pound from, I would imagine dyhadration. This has been over a period of eleven months. She does not look well. ",cronic diareia,,,She has been through test after test and no conclusive diagnoisis.,cronic diareia,"She never, ever drinks. Her husband has been feeding her high saturated fat, sugar coated buns and she has gained 4 lbs. ""Whopee"".",Her husband,,,,,,,,,What is  wrong  with her..,cronic diareia,,,,,,"Yes: Anyway her Doctor as I said told her he could do no more for her, and for her to see someone else. Why, or he may have reccommended another specialist. ",,,,,No,,,
31,2050609,Cervical cancer treatment...?,"Ok, here's my story, I had an abnormal pap done a few years ago, ignored it and didnt have another one done until i found out i was pregnant, it came back abnormal once again but i couldn't do anything about it until after i had the baby (for obvious reasons). Now, after i had my son i had to get a biopsy done and i have two areas of abnormal cell growth and if they are left they will eventually turn into cancer. So i now have to go and get a procedure called LEEP done, where they cut the affected areas out. Has anyone ever had this done? If so does it hurt alot? What about afterwards? Need some words of encouragement  please! Thanks",I have had this done.When you go in they will show you a movie about Dysphlasia { not sure if I spelled it rite but you know what i mean}and how they remove it. What will happen if they do not get it all or it comes back.I know that you are scared.I was terrified.But remeber they caught it early which means chances are they will get it all the first time. As for the Leep it's self honestly it's not fun.But they do freeze the effected area before they do it.What I found more uncomfortable was having the freezing needles put in.I had some  cramping after that lasted about 3 days.I just took Motrin for it. I had to go back every 6 month for 2 years to have Biopsies taken just to be sure it did not come back. I now make sure that I never miss my pap.Good Luck if you need to talk feel free to e-mail me. Hope this helps some.,Cervical cancer treatment,,Female,,,,,,If so does it hurt alot? What about afterwards? Need some words of encouragement,Cervical cancer ,,,,,,,,, i have two areas of abnormal cell growth and if they are left they will eventually turn into cancer.,Cervical cancer ,,,,,,,,Yes: Has anyone ever had this done? If so does it hurt alot? What about afterwards? Need some words of encouragement  please! Thanks,,,,,Yes: I know that you are scared.I was terrified.But remeber they caught it early which means chances are they will get it all the first time. ; Good Luck if you need to talk feel free to e-mail me. Hope this helps some. ,,,
32,3369018,question for women that have had breast implants?  have you had complications?,"i've been wanting breast implants for a while now.  i'm 24 years and i'm a 32b and i just feel they would make me feel more complete.   i want to start looking into it a little more.  i know theres a risk that somethng can go wrong.  maybe not right away but later.  please tell me about your experience.  i live in california and would love to get some recomendations on plastic surgeons.  how did you choose your surgeon?  was it very painful?  do you regret it now?  how much did it cost you?  how did you finance it?  iknow its alot of questions, but any info will help.
please i dont want to hear the you shouldn't get them, be happy with yourself, and the bla, blah, blah, blah.  i know i've  heard it b4.  i'm just asking a question okay.  thanks for the ppl that will actually answer my question and not lecture me.  thanks.","Breast Implants  surgery is very safe nowadays. My cousin got her breast reduction, tummy tuck and facelift surgery in India by the company called Forerunners Healthcare .The Price for the surgery she paid in India was very less. She paid 30% of the cost she was quoted in America.

Forerunners Healthcare is very famous in India. They arrange cosmetic and plastic surgery for foreigners in India. I read a lot about them in the Newspapers and about their patient stories. They arrange financing for USA, Canadian, UK and other international patients who plan to have surgery abroad for low price, as the breast reduction, tummy tuck, facelift and other cosmetic surgery is not covered by insurance. They also have photos pasted of their International patients. You can checkout their website. There are huge cost savings. As a doctor I personally believe that surgery can be easily handled in India, as the quality of healthcare available In India is simply best in the world. The surgeons are USA/UK trained and facilities are 5 star.

http://www.forerunnershealthcare.com
Hope this helps.",breast implants,18-24 years old,Female,,,,,, i know theres a risk that somethng can go wrong.  maybe not right away but later.,breast implants,,,,,,,,,,,,,,,,,"Yes: how did you choose your surgeon?  was it very painful?  do you regret it now?  how much did it cost you?  how did you finance it?  iknow its alot of questions, but any info will help.",Yes: please tell me about your experience.,,,,,"Yes: Breast Implants  surgery is very safe nowadays. My cousin got her breast reduction, tummy tuck and facelift surgery in India ",,,
33,2774937,Brain Tumor?,My boyfriend has a Brain Tumor ... .. The MRI's say that it is growing ... he is having more and more seizures .. he is losing more and more of the use of his right side now .. his headaches are getting worse ... My question is ... Ive seen people with cancer and as it progresses they seem to lose alot of weight ... they start looking sick ... My boyfriend isnt losing any weight ... he looks pretty good infact ... does a brain tumor react the same way other cancers do ?   does the person lose alot of weight ?  or with a brain tumor does the person seem ok and then one day just pass over ...  I guess im just hoping that he still has alot of time left ... what im afraid of is he might not .... the tumor is growing pretty fast now .. its a grade 3  ....,"This seems to be a very severe and urgent issue.  You absolutely MUST speak with your boyfriend and his doctor ASAP about what's going on.

There are many, many types of brain cancers (as well as benign tumors, though you said this is a ""stage 3"" tumor, so I will assume it's cancer).  Not all of them result in the stereotypical cancer ""constitutional"" symptoms of weight loss, nausea, fever, etc.

Different cancers, of course, have different survivabilities.  ""Stage 3"" does not always mean imminent death; in fact (using an example), a majority of people with certain blood lymphomas can be cured at stage 3.  

I do not know much about brain cancers, so please do get more details on the specific kind of tumor your boyfriend has.

Best of luck to your boyfriend.",Brain Tumor,,Female,,My boyfriend has a Brain Tumor ... .. The MRI's say that it is growing ... he is having more and more seizures .. he is losing more and more of the use of his right side now .. his headaches are getting worse ...,Brain Tumor,,,I guess im just hoping that he still has alot of time left ... what im afraid of is he might not .... the tumor is growing pretty fast now .. its a grade 3,Brain Tumor,,,,,,,,,I guess im just hoping that he still has alot of time left ... what im afraid of is he might not .... the tumor is growing pretty fast now .. its a grade 3  ....,Brain Tumor,,,,,,,Yes: does a brain tumor react the same way other cancers do ?   does the person lose alot of weight ?  or with a brain tumor does the person seem ok and then one day just pass over. ,Yes: I guess im just hoping that he still has alot of time left ... what im afraid of is he might not ,,,,,No,,,
34,2662389,Can a 14 year old get on birth control without consent from her legal guardian instead a close family member?,"I am the sister in law for this 14 yr. old teen.  She only confides in me when she talks about her personal life and her feelings.  Her mother is an alcoholic and is not supportive and does not have her priorities straight.  She does not know that her daughter is sexually active and to be honest probably wouldn't care however the daughter does not have a close relationship with her mother. She's closest to me than anybody else.  This child knows who her dad is but has not seen or heard from him in about seven years. She does have a father figure in her life but, surely he's not someone she wants to be there either. Child came to me and said she wanted to get on birth control cause she didn't want to have any accidents. She wants me to take her. She has goals in life and is a straight A student.  I don't know if I should talk to her mother (since she's always drunk) or stay out of it. Can a 14 year old get on birth control without consent from her ""legal"" guardia","when i was a teen, plenty of girls went to planned parenthood and used phony names. you two can do the same.",birth control,,Female,,,,,,,,,,,,,,"

She's closest to me than anybody else."," birth control /the sister in law
",,, I don't know if I should talk to her mother (since she's always drunk) or stay out of it. ,birth control ,,,,,Yes: Can a 14 year old get on birth control without consent from her legal guardian instead a close family member?,Yes: I don't know if I should talk to her mother (since she's always drunk) or stay out of it.,,,,,"Yes: when i was a teen, plenty of girls went to planned parenthood and used phony names. you two can do the same.",,,
35,3927661,does anyone on here today have ADD??,"i have never been tested for ADD or ADHD, but i have read some of the symptoms on web-sites or heard them on television. i would like to know what your symptoms are and what you experiance throughout the day. i would like to ask my doctor to be tested, but i dont want to sound foolish...i really have a problem concentrating on a conversation that i am having. i almost rear-end people while driving b/c i am constantly looking around at my surroundings. i am useless at talking on the phone for business purposes (i forget why i called and/or what questions that i was going to ask). are these some signs of ADD or am i just crazy and need to be instatutionalized? thanks in advance for all of your answers! and please dont leave links to web-sites. thanks","If people have told you that you're totally disorganized, if you never finish anything you start, if you go outside to work in the garden and forget you had supper in the oven, if you have to make lists to remember who to call back, if you start dusting in one room and wind up straightening your books in another room while deciding that maybe it's also a good time to do a load of laundry, if you're always late even if if you get up at 4 a.m.,,...sound familiar yet?   

If so, good luck to you!!     :-)",ADD,,,,i am useless at talking on the phone for business purposes. ,ADD or ADHD,,,,,,,,,,,,,,,are these some signs of ADD or am i just crazy and need to be instatutionalized?,ADD or ADHD," i would like to ask my doctor to be tested, but i dont want to sound foolish. ",ADD or ADHD,,,Yes: are these some signs of ADD ,Yes: are these some signs of ADD or am i just crazy and need to be instatutionalized? ,Yes: am i just crazy and need to be instatutionalized?,,Yes: does anyone on here today have ADD??,,No,,,
37,2766523,Endometriosis and Conceiving? -?,"My gynae diagnosed me with an endo. With his suggestion, I had laproscopy on 31st oct. I missed my period for about 1 month plus. I thought I was pregnant. But I'm not. My hubby and I are looking forward to be parents of our children. He is kinda tired of trying and neither do i. Will I be able to get pregnant? Please help what should i do? I'm desperate. We have been seeing gynae for advice and checks up too. We spent much for that too. Do you think this endo caused infertile me? Help...!!","I have endometriosis and fibroids. I lost four babies, two with ectopic pregnancy, one chemical preg and one blighted ovum. The month I was scheduled to have an hystersalpingogram (hsg) test, I got pregnant and now I am in my second trimester with a healthy baby in-utero.

I would suggest you ask your doctor about an hsg test. Basically the procedure involves shooting dye up your cervix, uterus and fallopian tubes. They then take an xray to check for blockages. Blockages are a major contributing factor for infertility in endo patients. The great thing about this test is that often times, the act of shooting the dye up into the fallopian tubes will clear them out enough to allow the sperm to enter and fertilize an egg and then allow the egg passage back to the uterus.

My husband and I decided to try one last time before the test and we used pre-seed which is a sperm friendly lubricant. It was the first and only time we had ever used this product-and low and behold two weeks later I had a positive hpt. If you are interested, just google ""preseed"" and you should find it. It isn't expensive and I have heard other great stories about the stuff. 

Good luck in trying to conceive...it is definitely possible and probable if you are patient.",Conceiving,,Female,,Will I be able to get pregnant? Please help what should i do? I'm desperate.,diagnosed me with an endo,,,Do you think this endo caused infertile me? ,diagnosed me with an endo,,,,,We have been seeing gynae for advice and checks up too. We spent much for that too.,seeing gynae,,,My hubby and I are looking forward to be parents of our children. ,to get pregnant, I thought I was pregnant. But I'm not. ,pregnant,,,,,Yes:  Do you think this endo caused infertile me? ,Yes: He is kinda tired of trying and neither do i. Will I be able to get pregnant? Please help what should i do? I'm desperate. ,,,,,Yes: Whole answer / someone shared her story. ,,,
